"","COD","NOME","TERRITORIO","AREA","PCT"
"96",24,"Rio Grande do Norte","Outros",169432.3,3.21
"97",24,"Rio Grande do Norte","Região Antropizada",1948627.29,36.9
"98",24,"Rio Grande do Norte","Região Conservada",718552.46,13.61
"99",11,"Rondônia","Arco do Desmatamento",3730075.39,15.69
"100",11,"Rondônia","Cidades",20777.21,0.09
"101",11,"Rondônia","Outros",208131.76,0.88
"102",11,"Rondônia","Região Antropizada",9529668.27,40.08
"103",11,"Rondônia","Região Conservada",10287888.25,43.27
"104",14,"Roraima","Arco do Desmatamento",1679968.1,7.5
"105",14,"Roraima","Cidades",19981.7,0.09
"106",14,"Roraima","Outros",79628.75,0.36
"107",14,"Roraima","Região Antropizada",209712.9,0.94
"108",14,"Roraima","Região Conservada",20417380.5,91.12
"109",43,"Rio Grande do Sul","Arco do Desmatamento",8666008.51,30.76
"110",43,"Rio Grande do Sul","Cidades",163940.64,0.58
"111",43,"Rio Grande do Sul","Outros",2279655.77,8.09
"112",43,"Rio Grande do Sul","Região Antropizada",13834839.46,49.11
"113",43,"Rio Grande do Sul","Região Conservada",3229356.92,11.46
"114",42,"Santa Catarina","Arco do Desmatamento",2507809.73,26.19
"115",42,"Santa Catarina","Cidades",134407.71,1.4
"116",42,"Santa Catarina","Outros",67228.15,0.7
"117",42,"Santa Catarina","Região Antropizada",5803477.58,60.62
"118",42,"Santa Catarina","Região Conservada",1060876.27,11.08
"119",28,"Sergipe","Arco do Desmatamento",82126.05,3.75
"120",28,"Sergipe","Cidades",18520.24,0.84
"121",28,"Sergipe","Outros",18706.58,0.85
"122",28,"Sergipe","Região Antropizada",2072495.4,94.55
"123",35,"São Paulo","Arco do Desmatamento",1385569.48,5.58
"124",35,"São Paulo","Cidades",632278.3,2.55
"125",35,"São Paulo","Outros",408169.97,1.64
"126",35,"São Paulo","Região Antropizada",20891764.44,84.17
"127",35,"São Paulo","Região Conservada",1503978.4,6.06
"128",17,"Tocantins","Arco do Desmatamento",9875317,35.56
"129",17,"Tocantins","Cidades",9981.55,0.04
"130",17,"Tocantins","Outros",265711.19,0.96
"131",17,"Tocantins","Região Antropizada",7421433.34,26.72
"132",17,"Tocantins","Região Conservada",10199630.66,36.73
