"AREA","INDICADOR","REGIAO","COD_IBGE","MICROREGIAO","2009","2011","2013","2015","2017","2019"
"Educação","TX_INEP_IDEB_AI_MUN","Minas Gerais",3171600,"Virgem da Lapa",6.2,5.9,6.2,6.1,5.9,5.9
"Educação","TX_INEP_IDEB_AI_MUN","Minas Gerais",3171709,"Virgínia",6,6.7,7,6.4,6.5,6.9
"Educação","TX_INEP_IDEB_AI_MUN","Minas Gerais",3171808,"Virginópolis",5.7,6.8,6,6.1,6.2,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Minas Gerais",3171907,"Virgolândia",5.5,5.1,5.8,6.3,6.4,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Minas Gerais",3172004,"Visconde do Rio Branco",6.2,5.6,6.4,6.4,6.5,6.9
"Educação","TX_INEP_IDEB_AI_MUN","Minas Gerais",3172103,"Volta Grande",5.7,5.5,6,6.1,5.4,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Minas Gerais",3172202,"Wenceslau Braz",5.6,6.4,6.3,6.3,6.8,6.9
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3200102,"Afonso Cláudio",5.4,5.6,5.5,5.8,6.4,6.5
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3200136,"Águia Branca",4.8,5.1,5.6,6.5,6.8,6.7
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3200169,"Água Doce do Norte",4.8,4.5,4.8,6.2,6.1,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3200201,"Alegre",5.1,4.9,4.8,5.5,5.8,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3200300,"Alfredo Chaves",5.9,6.7,6.3,6.1,6.3,6.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3200359,"Alto Rio Novo",5,5.6,6.1,5.6,6.3,6.2
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3200409,"Anchieta",5.1,5.2,5.2,5.5,6,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3200508,"Apiacá",4.9,4.7,4.6,4.6,4.9,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3200607,"Aracruz",5.6,5.8,5.9,6,6.4,6.9
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3200706,"Atílio Vivacqua",4.4,4.2,5.7,5.2,5.6,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3200805,"Baixo Guandu",5.1,5.1,5.4,5.5,5.8,5.9
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3200904,"Barra de São Francisco",4.4,4.9,5.4,5.6,5.9,6.7
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3201001,"Boa Esperança",4.7,5.1,5.5,5.5,5.9,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3201100,"Bom Jesus do Norte",4.8,4.8,4.3,4.5,5.5,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3201159,"Brejetuba",5.7,5.3,5.4,5.7,6.2,6.4
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3201209,"Cachoeiro de Itapemirim",4.8,5.2,5.2,5.4,5.7,5.9
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3201308,"Cariacica",4.5,4.6,4.9,5.3,5.4,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3201407,"Castelo",5.3,5.7,5.9,6.1,6.4,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3201506,"Colatina",5.3,5.7,5.7,5.8,6,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3201605,"Conceição da Barra",4.5,5.4,5.2,5.5,6,6.2
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3201704,"Conceição do Castelo",4.6,5.5,5.9,5.9,5.8,6.5
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3201803,"Divino de São Lourenço",4.1,4.6,4.8,5,4.9,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3201902,"Domingos Martins",6,5.6,6.3,6.9,6.4,6.7
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202009,"Dores do Rio Preto",4.2,4.3,4.3,5.3,5.4,6.2
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202108,"Ecoporanga",4.6,4.6,5.6,6,5.8,6.5
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202207,"Fundão",4.5,5,4.8,5.4,5.4,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202256,"Governador Lindenberg",5.4,6.3,6,6.4,6.2,6.7
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202306,"Guaçuí",4.6,4.6,4.1,4.9,5.2,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202405,"Guarapari",4.6,4.9,5,5.4,5.8,6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202454,"Ibatiba",4.6,4.8,5,5,5.5,5.5
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202504,"Ibiraçu",5.3,5.8,5.6,5.9,6,6.4
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202553,"Ibitirama",4.1,4.4,4.7,4.1,5,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202603,"Iconha",4.9,6.1,6,6.3,6.6,6.5
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202652,"Irupi",4.5,4.1,4.5,5.7,5.8,5.5
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202702,"Itaguaçu",6.1,5.6,6.5,6.5,6.4,6.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202801,"Itapemirim",4.5,4.7,4.7,5.1,5.6,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3202900,"Itarana",6.6,5.8,5.6,5.9,6.5,6.7
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203007,"Iúna",5.3,4.6,4.8,5.5,5.4,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203056,"Jaguaré",4.8,4.7,5,5.5,5.7,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203106,"Jerônimo Monteiro",5.2,4.5,5,5.5,5.8,6.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203130,"João Neiva",5.7,5.6,5.8,5.8,6.2,6.9
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203163,"Laranja da Terra",5.1,NA,6.2,NA,5.9,6.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203205,"Linhares",5,5.3,5.2,5.5,5.6,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203304,"Mantenópolis",4.6,4.8,5.6,6.1,6.7,7.6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203320,"Marataízes",4.6,4.7,4.9,5.1,5.7,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203346,"Marechal Floriano",5.1,5.4,5.9,6.3,6.7,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203353,"Marilândia",5.8,6,6.2,6.3,6.5,6.9
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203403,"Mimoso do Sul",4.4,4.5,5,5.5,5.8,6.2
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203502,"Montanha",4.6,5.5,5.4,5.3,5.5,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203601,"Mucurici",5,5,5,5.4,6.2,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203700,"Muniz Freire",5,5.2,5.3,5.7,5.8,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203809,"Muqui",5,5,5.3,5.7,5.6,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3203908,"Nova Venécia",5.1,5.7,5.7,6,6.2,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204005,"Pancas",5.1,5.5,5.7,6,5.7,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204054,"Pedro Canário",4.4,5,5,5.5,5.7,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204104,"Pinheiros",4.9,5.2,5.5,5.7,5.9,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204203,"Piúma",4.6,5.3,5.4,5,5.4,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204252,"Ponto Belo",4.7,4.6,5.2,5,5.8,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204302,"Presidente Kennedy",3.2,4.6,5.6,6.4,5.9,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204351,"Rio Bananal",5.5,5.4,5.5,5.5,5.9,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204401,"Rio Novo do Sul",5.5,5.1,5.7,5.6,6.1,6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204500,"Santa Leopoldina",5,5.2,5.2,5.7,5.8,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204559,"Santa Maria de Jetibá",5.3,5.6,5.9,6,6.3,6.6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204609,"Santa Teresa",4.9,5.5,5.8,6.3,6.1,6.4
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204658,"São Domingos do Norte",4.8,4.8,4.7,5.7,5.8,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204708,"São Gabriel da Palha",5.1,5.6,5.9,6,6.3,6.9
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204807,"São José do Calçado",4.5,4.9,4.8,5.3,5.4,5.9
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204906,"São Mateus",4.7,5.2,5.4,5.6,5.5,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3204955,"São Roque do Canaã",5.7,6,5.2,5.9,6.5,6.6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3205002,"Serra",4.6,4.8,4.7,5.3,5.6,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3205010,"Sooretama",4.8,4.9,4.8,4.9,5.8,6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3205036,"Vargem Alta",5.5,5.3,5.7,6.3,6,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3205069,"Venda Nova do Imigrante",5.6,5.9,6,6,6.3,7
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3205101,"Viana",4,5,5,5.2,5.3,6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3205150,"Vila Pavão",4.9,5.9,6.2,5.8,6.8,6.6
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3205176,"Vila Valério",5.5,5.7,6.1,6,6.6,6.2
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3205200,"Vila Velha",5,4.9,5.1,5.3,5.6,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Espírito Santo",3205309,"Vitória",4.8,4.9,5,5.6,5.6,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300100,"Angra dos Reis",4.3,5.1,5.1,4.9,5.1,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300159,"Aperibé",5.5,5.5,5.4,5.3,5.9,5.5
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300209,"Araruama",4.2,4.5,4.4,4.9,5.1,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300225,"Areal",4.2,4.6,5,5.1,5.6,6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300233,"Armação dos Búzios",4.5,4.6,5.5,5.3,5.9,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300258,"Arraial do Cabo",3.9,4.5,4.5,4.6,5,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300308,"Barra do Piraí",4.2,4.5,4.6,4.8,5.2,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300407,"Barra Mansa",4.9,5.1,5.2,5.4,5.5,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300456,"Belford Roxo",3.6,3.8,3.7,4.1,4.3,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300506,"Bom Jardim",4.6,4.7,5,5.2,5.4,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300605,"Bom Jesus do Itabapoana",4.6,5,5.5,5.6,5.9,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300704,"Cabo Frio",4.5,4.7,4.7,4.9,5,5
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300803,"Cachoeiras de Macacu",3.9,4.2,5,4.6,4.7,NA
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300902,"Cambuci",5.8,4.7,5.2,4.9,5.9,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300936,"Carapebus",4.1,4.5,4.6,4.9,5,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3300951,"Comendador Levy Gasparian",5.1,5.4,6.5,6.5,6.2,6.2
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301009,"Campos dos Goytacazes",3.2,3.6,4,5,4.6,NA
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301108,"Cantagalo",4.3,4.4,5.4,5,5.6,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301157,"Cardoso Moreira",3.8,3.8,4,4.9,4.6,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301207,"Carmo",4.7,4.5,5.2,5.5,5.3,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301306,"Casimiro de Abreu",4.7,5.2,5,5.7,5.7,5.9
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301405,"Conceição de Macabu",4.8,4.7,4.4,4.7,NA,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301504,"Cordeiro",4.5,4.5,5.2,5.4,5.5,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301603,"Duas Barras",4,4.5,5,5.2,5,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301702,"Duque de Caxias",3.7,4.2,4.3,4.5,4.6,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301801,"Engenheiro Paulo de Frontin",5.1,4.8,4.5,5.3,5.4,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301850,"Guapimirim",4,4.3,4.8,5.1,5,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301876,"Iguaba Grande",4.5,4.6,5.4,5.8,6.1,6.2
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3301900,"Itaboraí",4.1,4.6,4.5,4.6,4.9,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302007,"Itaguaí",4.1,4.5,4.7,4.6,4.6,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302056,"Italva",5,5.7,5.2,4.6,5.6,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302106,"Itaocara",5.1,5.6,5.8,5.4,5.8,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302205,"Itaperuna",5.4,5.2,5.1,5.5,6.4,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302254,"Itatiaia",4.4,4.9,5.2,5.4,5.7,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302270,"Japeri",3.6,3.8,4.3,4.4,4.5,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302304,"Laje do Muriaé",4.1,3.9,4.8,5,5,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302403,"Macaé",4.9,5,5.2,5.6,5.9,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302452,"Macuco",4.4,4.2,3.6,5.4,5.7,6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302502,"Magé",3.6,3.9,4.3,4.5,4.3,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302601,"Mangaratiba",4.2,5.3,5.4,5.3,5.3,5.5
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302700,"Maricá",4.2,4.3,4.9,4.9,5.5,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302809,"Mendes",5.3,5.1,6,5.2,6.1,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302858,"Mesquita",4.1,4.1,4.5,4.8,4.7,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3302908,"Miguel Pereira",5.3,5.6,5.8,5.8,6.6,6.4
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3303005,"Miracema",5,5.2,5.3,6.2,5.9,6.9
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3303104,"Natividade",4.5,4.7,4.4,4.8,5.1,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3303203,"Nilópolis",3.7,4.4,4.3,4.6,4.8,5
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3303302,"Niterói",4.3,4.4,4.6,5.1,5.4,5.5
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3303401,"Nova Friburgo",4.8,5.3,5.8,5.8,5.9,5.9
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3303500,"Nova Iguaçu",3.9,4.1,3.9,4.7,4.7,4.6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3303609,"Paracambi",4.4,4.8,5.6,5.3,5.7,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3303708,"Paraíba do Sul",4.5,4.8,5,5.7,5.5,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3303807,"Paraty",4.8,4.8,4.9,5.2,5.7,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3303856,"Paty do Alferes",5.1,5.5,6.2,6.3,6.3,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3303906,"Petrópolis",4.6,4.9,5.1,5.5,5.6,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3303955,"Pinheiral",4.5,4.9,4.6,4.6,5.6,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304003,"Piraí",4.9,5.2,5.1,5.3,5.5,5.9
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304102,"Porciúncula",4.6,4.6,5,5,5.2,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304110,"Porto Real",4.1,5,4.9,5,5.5,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304128,"Quatis",4.7,5.1,5.2,5.1,5.5,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304144,"Queimados",3.8,4.2,4,4.4,5,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304151,"Quissamã",4.3,5.1,4.8,5,5.7,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304201,"Resende",4.5,5.1,5.2,5.5,5.8,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304300,"Rio Bonito",4.3,4.7,4.7,4.8,5.3,5.5
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304409,"Rio Claro",4.1,4.4,5.2,5.6,5.8,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304508,"Rio das Flores",4.6,4.6,4.7,5.3,5.1,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304524,"Rio das Ostras",5.3,5.7,5.7,6.1,6.2,6.6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304557,"Rio de Janeiro",5.1,5.4,5.4,5.6,5.7,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304607,"Santa Maria Madalena",4.5,5.2,4.7,5.1,4.7,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304706,"Santo Antônio de Pádua",5.1,5.9,6,6.1,6.1,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304755,"São Francisco de Itabapoana",3.7,4.4,4.9,4.1,4.6,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304805,"São Fidélis",4.6,4.9,5.4,4.8,5.2,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3304904,"São Gonçalo",3.8,4.1,4.1,4.3,4.5,4.6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305000,"São João da Barra",3.3,4.8,4.9,5,5.3,5.5
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305109,"São João de Meriti",3.9,4.1,4.4,4.5,4.6,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305133,"São José de Ubá",5.4,5.5,5.9,5.9,6.5,6.4
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305158,"São José do Vale do Rio Preto",4.5,5,5.6,5.5,NA,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305208,"São Pedro da Aldeia",4.2,4.7,4.6,4.7,5.3,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305307,"São Sebastião do Alto",4.6,4.8,5.7,4.4,5.6,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305406,"Sapucaia",4.3,4,4.7,4.9,5.4,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305505,"Saquarema",4.3,4.8,5,5.3,5.4,6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305554,"Seropédica",3.7,4.3,4.7,4.5,4.4,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305604,"Silva Jardim",3.6,4.1,4.5,5,4.8,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305703,"Sumidouro",5.5,5.4,5.8,4.6,5.2,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305752,"Tanguá",3.8,4.5,4.3,4.7,4.9,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305802,"Teresópolis",5.3,5.7,5.5,5.6,NA,6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3305901,"Trajano de Moraes",5.1,5.9,4.7,6.4,5.9,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3306008,"Três Rios",4.2,4.4,5.3,5.5,5.2,6
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3306107,"Valença",5,4.8,5.2,5,5.2,5
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3306156,"Varre-Sai",4.6,4.7,4.4,5.3,4.9,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3306206,"Vassouras",4.1,4.2,5.1,5,4.8,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Rio de Janeiro",3306305,"Volta Redonda",5.2,5.3,5.7,5.9,6,6.2
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3500105,"Adamantina",5.7,6.1,5.7,6.6,6.9,6.8
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3500204,"Adolfo",7,7.2,5.9,6.2,6.5,6.4
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3500303,"Aguaí",5.2,5.3,5.4,5.4,6.3,6.2
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3500402,"Águas da Prata",5.6,5.8,5.9,5.8,6.5,6.6
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3500501,"Águas de Lindóia",6,5.7,6.1,6.2,7,6.5
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3500550,"Águas de Santa Bárbara",6.1,6.1,6.1,6.7,6.9,6.9
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3500600,"Águas de São Pedro",6.2,6.5,6.7,7,7.4,7.4
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3500709,"Agudos",5.1,5.2,5.5,6.2,6.5,6.5
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3500758,"Alambari",5.2,5.2,5.4,6.2,6.8,6.5
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3500808,"Alfredo Marcondes",6.3,5.9,6.2,7,6.1,6.9
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3500907,"Altair",4.3,5.1,4.5,5.3,6.5,6.3
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3501004,"Altinópolis",5.6,5.7,5.6,6.3,6.2,6.6
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3501103,"Alto Alegre",4.9,5.9,5.3,6,7.6,8.1
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3501152,"Alumínio",5,5.5,5.5,5.4,6.6,6.7
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3501202,"Álvares Florence",6.5,7.5,6.1,6.2,6.2,6.6
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3501301,"Álvares Machado",5.1,5.1,6,6.1,6.3,5.9
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3501400,"Álvaro de Carvalho",5.1,4.6,5.1,5.7,6,6.3
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3501509,"Alvinlândia",6.2,6.5,6.1,6.1,7,6.6
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3501608,"Americana",6.1,5.9,6.3,6.8,6.8,6.9
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3501707,"Américo Brasiliense",5.9,5.5,5.6,6.3,6.9,6.9
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3501806,"Américo de Campos",6,6.1,5.7,5.6,6.2,6.3
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3501905,"Amparo",5.5,5.5,6,6.8,6.9,6.8
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3502002,"Analândia",5.6,4.9,5.1,6.2,7.1,6.2
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3502101,"Andradina",5.9,5.6,6.2,6.3,7.1,7
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3502200,"Angatuba",6,6.1,6.5,6.7,7.1,6.9
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3502309,"Anhembi",5.5,5.1,5.5,5.8,5.6,6.1
"Educação","TX_INEP_IDEB_AI_MUN","São Paulo",3502408,"Anhumas",5.7,5.8,6.5,6.6,6.5,7.2
