"AREA","INDICADOR","REGIAO","COD_IBGE","MICROREGIAO","2009","2011","2013","2015","2017","2019"
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2506202,"Frei Martinho",3.9,NA,4.8,4.5,5.5,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2506251,"Gado Bravo",3.7,3.1,3.9,3.8,5.5,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2506301,"Guarabira",3.4,3.7,4,4.5,4.6,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2506400,"Gurinhém",2.8,3,3.2,3.7,3.3,3.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2506509,"Gurjão",3.6,3.7,3.9,4.9,5.6,5.9
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2506608,"Ibiara",NA,3.7,3.7,4.4,4.8,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2506707,"Imaculada",3.4,3.4,4.2,4.5,4.4,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2506806,"Ingá",3.1,3.3,3.5,3.8,3.7,4.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2506905,"Itabaiana",3.7,3.9,4,4.3,4.7,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2507002,"Itaporanga",3.2,3.6,3.7,4.3,4.4,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2507101,"Itapororoca",3.2,3.3,3.3,4,4.1,4.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2507200,"Itatuba",2.8,3.2,3.6,3.9,3.9,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2507309,"Jacaraú",4.1,4.5,4.2,4,4.5,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2507408,"Jericó",3.6,NA,2.8,4.6,4,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2507507,"João Pessoa",3.9,4.4,4.5,4.6,4.9,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2507606,"Juarez Távora",3.6,3.3,3.8,4.6,4.2,4.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2507705,"Juazeirinho",3.6,3.7,3.8,4.1,4.4,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2507804,"Junco do Seridó",3.6,3.4,3.8,4.1,4.4,4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2507903,"Juripiranga",3.2,3.5,3.2,4.1,4.5,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2508000,"Juru",3.5,4,4.6,4.8,5,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2508109,"Lagoa",2.9,3.9,3.4,4.2,4.7,NA
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2508208,"Lagoa de Dentro",3.8,NA,3.5,4.2,4.4,4.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2508307,"Lagoa Seca",4.4,4.3,4.6,4.9,4.7,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2508406,"Lastro",3.1,3.7,3.7,4.6,4.2,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2508505,"Livramento",4.4,NA,4.8,5,5.3,5.9
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2508554,"Logradouro",2.6,NA,4.4,5.5,4.5,5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2508604,"Lucena",3.4,4.1,3.3,4,4.2,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2508703,"Mãe d'Água",3.5,4.1,4,5.3,4,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2508802,"Malta",3.5,4.2,4.7,4.6,5.1,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2508901,"Mamanguape",3,3.7,3.5,3.8,3.5,4.6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509008,"Manaíra",3,4,4.5,NA,5.1,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509057,"Marcação",2.5,2.9,2.7,3.2,2.8,2.9
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509107,"Mari",4.1,3.8,3.3,3.8,4.2,4.2
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509156,"Marizópolis",2.9,3.8,4.7,4.3,4.1,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509206,"Massaranduba",3.6,3.4,4.1,4.4,4.7,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509305,"Mataraca",3.9,3.6,3.8,NA,4.4,4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509339,"Matinhas",3.2,4.1,NA,3.8,4.2,4.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509370,"Mato Grosso",3.2,3.5,3.9,NA,4.9,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509396,"Maturéia",4,4,4.2,4.4,4.8,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509404,"Mogeiro",3.4,3.7,3.8,3.8,4.3,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509503,"Montadas",3.7,3.7,4.7,5.1,5.8,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509602,"Monte Horebe",2.9,3.3,3.9,4.6,5,NA
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509701,"Monteiro",3.7,4.4,4.1,5.1,5.9,6.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509800,"Mulungu",3.4,3.3,4.3,4.3,4.4,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2509909,"Natuba",3.1,3.5,2.6,4.7,4.2,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2510006,"Nazarezinho",3.6,3.5,3.9,4.5,4.3,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2510105,"Nova Floresta",3.4,4.5,4.3,4.4,4.5,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2510204,"Nova Olinda",3,4,4.2,4.8,4.5,4.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2510303,"Nova Palmeira",4.4,3.9,5.7,4.6,5.8,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2510402,"Olho d'Água",3.9,3.5,3.9,5.2,5,5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2510501,"Olivedos",3.9,4.6,5.7,5,5.3,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2510600,"Ouro Velho",3.4,3.6,4.4,5.1,4.7,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2510659,"Parari",NA,NA,NA,4.8,4.3,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2510709,"Passagem",3.8,NA,NA,4.1,5.1,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2510808,"Patos",3.9,4.2,4.3,4.8,4.7,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2510907,"Paulista",3.9,4.4,4.1,5.3,5.2,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2511004,"Pedra Branca",3.7,5,4.5,4.9,4.8,4.6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2511103,"Pedra Lavrada",4.8,5.2,5.6,5.6,5.4,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2511202,"Pedras de Fogo",3.3,3.8,3.8,4.3,4.8,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2511301,"Piancó",3.7,3.4,3.3,4.2,4.1,4.2
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2511400,"Picuí",3.7,4.9,5.5,5.6,5.6,6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2511509,"Pilar",2.9,3.1,3.1,3.7,3.7,4.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2511608,"Pilões",3.5,3.7,3.9,4.1,4.2,4.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2511707,"Pilõezinhos",3.5,3.4,3.7,3.9,3.9,4.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2511806,"Pirpirituba",3.7,3.6,3.8,NA,4.2,4.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2511905,"Pitimbu",3.2,3.5,3.5,3.9,4.1,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512002,"Pocinhos",4.1,4.6,4.1,4.2,4.7,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512036,"Poço Dantas",3.1,NA,3.3,3.7,4.4,5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512077,"Poço de José de Moura",4.2,4.2,4.7,4.1,4.7,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512101,"Pombal",4,4.8,5.6,5.7,6,6.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512200,"Prata",4.4,4,3.5,5.4,6,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512309,"Princesa Isabel",3.8,4.4,4.7,NA,5.8,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512408,"Puxinanã",3.9,3.9,4.6,5.1,4.6,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512507,"Queimadas",3.5,4.2,4,4.8,5.3,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512606,"Quixaba",3.7,NA,NA,NA,5.4,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512705,"Remígio",3.8,3.9,3.9,4.5,4.8,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512721,"Pedro Régis",3.7,3.4,3,3.7,3.8,4.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512747,"Riachão",3.9,4.4,5,4.5,4.9,NA
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512754,"Riachão do Bacamarte",2.8,3.6,3.8,4.3,3.9,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512762,"Riachão do Poço",3.4,3.7,4.1,4.6,4.9,4.6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512788,"Riacho de Santo Antônio",4.7,NA,4.1,4.4,3.9,4.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512804,"Riacho dos Cavalos",3.1,4.2,4.7,4.7,5,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2512903,"Rio Tinto",3.2,3.8,4.3,4.1,4.2,4.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513000,"Salgadinho",NA,4.4,3.9,4.1,4.4,NA
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513109,"Salgado de São Félix",3.7,3.8,3.3,3.3,NA,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513158,"Santa Cecília",3.2,4,4.3,4.4,4.3,5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513208,"Santa Cruz",4.8,4.6,5.1,5.5,5.9,6.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513307,"Santa Helena",4.7,4.7,5,5.4,5.8,6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513356,"Santa Inês",2.2,NA,3.6,4.9,4.4,4.6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513406,"Santa Luzia",4.1,4.2,4.5,5.3,5.6,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513505,"Santana de Mangueira",4.3,3.9,4.5,4.7,4.9,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513604,"Santana dos Garrotes",3.3,NA,4,4,4,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513653,"Joca Claudino",3.5,3.2,3.8,4.8,5.5,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513703,"Santa Rita",3.3,3.7,3.5,3.7,4,4.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513802,"Santa Teresinha",3.7,4.1,4.2,4.4,5.2,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513851,"Santo André",3.1,4.2,4.7,4.8,4.5,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513901,"São Bento",3.1,3.8,4.2,4.7,4.4,5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513927,"São Bentinho",4,4.5,5.6,4.6,5.5,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513943,"São Domingos do Cariri",3.9,5.6,NA,NA,6.2,6.2
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513968,"São Domingos",3.3,3.7,4.2,4.9,4.4,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2513984,"São Francisco",3.9,4.2,4.7,5.8,6,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514008,"São João do Cariri",4,4.6,4.7,5.1,3.9,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514107,"São João do Tigre",3.2,3.5,4.2,4.8,4.5,5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514206,"São José da Lagoa Tapada",3.6,3.5,4.9,4,4.8,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514305,"São José de Caiana",3,3.4,3.5,3.6,5.7,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514404,"São José de Espinharas",2.9,3.3,3.4,4,3.9,4.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514453,"São José dos Ramos",3.4,3.6,3.9,4,3.8,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514503,"São José de Piranhas",3.8,3.9,4.6,4.7,5,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514552,"São José de Princesa",3.6,NA,NA,NA,NA,NA
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514602,"São José do Bonfim",3,3.7,4,3.9,4.1,5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514651,"São José do Brejo do Cruz",3.8,NA,3.9,4.6,5.1,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514701,"São José do Sabugi",4,3.8,4.8,5.3,5.5,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514800,"São José dos Cordeiros",3.7,3.7,4.2,4.8,5.1,5.5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2514909,"São Mamede",4.8,4.6,5,5.1,5.6,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2515005,"São Miguel de Taipu",3.1,2.8,3.4,3.5,3.7,NA
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2515104,"São Sebastião de Lagoa de Roça",3.9,4.3,5.1,5.2,4.8,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2515203,"São Sebastião do Umbuzeiro",3.2,4,4.1,4.9,4.7,5.6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2515302,"Sapé",3.3,3.6,3.9,4.3,4.5,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2515401,"São Vicente do Seridó",3.8,4.1,4.1,4.4,4.8,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2515500,"Serra Branca",3.7,3.9,4.5,5,4.5,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2515609,"Serra da Raiz",2.9,4.2,NA,4.2,4.4,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2515708,"Serra Grande",NA,4.9,4.4,5.4,6,6.5
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2515807,"Serra Redonda",3.3,3,4,4.3,3.6,4.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2515906,"Serraria",3.2,3.6,4.2,3.8,4.2,4.2
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2515930,"Sertãozinho",4.2,4.2,4.1,4.7,4.7,4.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2515971,"Sobrado",4.6,4.1,4.8,4.5,5.2,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2516003,"Solânea",3.5,3.7,3.6,4,4.6,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2516102,"Soledade",3.5,3.8,4.1,4.3,4.1,4.6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2516151,"Sossêgo",3.3,4.5,4.4,4.8,4.6,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2516201,"Sousa",3.5,3.9,4.7,4.9,4.9,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2516300,"Sumé",3.9,3.7,4.4,4.9,4.8,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2516409,"Tacima",3.5,3.5,4.7,4.5,4.6,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2516508,"Taperoá",3.5,4.2,4.4,4.6,4.3,4.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2516607,"Tavares",4.2,4,4.9,5,5.5,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2516706,"Teixeira",3.5,4.1,3.8,4.1,4.8,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2516755,"Tenório",2.7,3.4,4.1,4,4.3,4.1
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2516805,"Triunfo",3.2,3.8,3.5,4.2,4.5,3.9
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2516904,"Uiraúna",3.4,3.4,3.9,4.1,4.4,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2517001,"Umbuzeiro",3.7,3.7,4.3,4.8,3.7,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2517100,"Várzea",5.1,6.5,6.5,6.1,6.6,6.6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2517209,"Vieirópolis",4,3.2,4.2,NA,5.6,6
"Educação","TX_INEP_IDEB_AI_MUN","Paraíba",2517407,"Zabelê",3.1,4.3,4,4.6,5,5.3
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2600054,"Abreu e Lima",3.6,3.6,3.9,4.3,4.5,5
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2600104,"Afogados da Ingazeira",3.7,4.5,5,5.4,5.5,6.1
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2600203,"Afrânio",4.1,4.3,4.6,4.6,4.6,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2600302,"Agrestina",3.1,3.2,3.7,4.2,4.4,5
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2600401,"Água Preta",2.9,3.3,3.2,4.4,4.6,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2600500,"Águas Belas",2.9,3.6,3.4,4.2,5.1,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2600609,"Alagoinha",3.3,4.1,4.4,4,4.8,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2600708,"Aliança",3.1,2.9,3,NA,3.4,4.2
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2600807,"Altinho",3.4,4,4.1,4.1,4.8,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2600906,"Amaraji",3.7,3.8,3.6,4,4.5,4.1
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2601003,"Angelim",3.4,4.1,3.5,4,4.4,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2601052,"Araçoiaba",3.4,3.3,3.8,4.2,4.6,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2601102,"Araripina",4.1,4.1,4.1,4.2,4.3,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2601201,"Arcoverde",3.9,4,4.7,5.1,5.8,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2601300,"Barra de Guabiraba",3.3,3.4,3.8,4.8,6.4,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2601409,"Barreiros",3.3,3.5,3.4,3.8,4.4,3.8
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2601508,"Belém de Maria",3.7,3.5,3.9,4.4,4.9,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2601607,"Belém do São Francisco",2.9,4.2,4,4.7,4.8,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2601706,"Belo Jardim",3,3.4,4.3,4.5,4.3,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2601805,"Betânia",3.9,NA,5,5,4.7,5.8
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2601904,"Bezerros",4.3,4,4.5,5.7,5.5,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2602001,"Bodocó",3.1,3.4,3.7,4.2,4,3.8
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2602100,"Bom Conselho",3.8,4.2,3.9,4.5,4.6,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2602209,"Bom Jardim",3.6,4.2,4.4,5,5.1,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2602308,"Bonito",2.8,4.3,4.5,6.2,7.2,7.1
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2602407,"Brejão",3.5,4.5,3.6,5.6,5.2,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2602506,"Brejinho",3.9,4.1,5,5.9,6.1,7
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2602605,"Brejo da Madre de Deus",3.2,3.9,3.9,4.4,4.5,4.4
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2602704,"Buenos Aires",2.9,NA,4,4.1,4.9,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2602803,"Buíque",2.9,3.5,3.8,4.2,4.5,4.9
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2602902,"Cabo de Santo Agostinho",3.7,3.7,3.9,4.6,4.8,5
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2603009,"Cabrobó",3.9,4.8,4.8,5.1,5.1,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2603108,"Cachoeirinha",3.5,3.8,4.6,5,5.1,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2603207,"Caetés",3.7,3.8,2.9,5.1,4.9,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2603306,"Calçado",2.7,3.6,3.9,4.3,3.9,5.5
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2603405,"Calumbi",4.2,4.2,4.5,4.6,NA,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2603454,"Camaragibe",3.7,3.9,3.9,4.7,5,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2603504,"Camocim de São Félix",3.5,3.5,4.5,5.7,4.6,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2603603,"Camutanga",3.4,3.4,3.8,4.1,4.7,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2603702,"Canhotinho",3.5,4.9,4.2,4.7,4.8,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2603801,"Capoeiras",3.1,3.9,2.6,5,5,5.7
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2603900,"Carnaíba",5.1,5.5,5.3,6.1,6.2,6.2
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2603926,"Carnaubeira da Penha",3.2,3.2,4.4,4.7,4.2,4
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2604007,"Carpina",4.1,3.7,4,4.7,4.7,5.2
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2604106,"Caruaru",3.9,4.3,4.2,4.5,5.2,5.5
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2604155,"Casinhas",3.3,3.6,4.2,4.5,5.2,6.8
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2604205,"Catende",3.7,3.5,3.9,4.7,4.1,4.2
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2604304,"Cedro",3.7,4,4.9,4.4,4.9,4.6
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2604403,"Chã de Alegria",3.3,3.4,3.9,4.3,4.1,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2604502,"Chã Grande",3.8,3.7,4.2,NA,4.2,4.1
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2604601,"Condado",3.2,3.6,3.6,4.5,4.3,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2604700,"Correntes",3.6,3.3,3.8,3.8,4.1,4.3
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2604809,"Cortês",3.4,3.6,4,4.7,4.7,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2604908,"Cumaru",3.8,3.5,3.8,4,4.7,4.5
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2605004,"Cupira",3.6,4.2,4.2,4.8,4.7,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2605103,"Custódia",3.7,4.3,4.2,5,4.7,6.3
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2605152,"Dormentes",5.2,5.3,6.4,6.3,6.2,6.4
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2605202,"Escada",3.4,3.7,3.4,3.8,4,4
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2605301,"Exu",3.5,3.9,3.9,5.1,5.1,5.5
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2605400,"Feira Nova",3.7,3.9,4.2,4.4,5.2,5.5
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2605459,"Fernando de Noronha",3.5,5.2,5.6,5.8,6.2,6.2
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2605509,"Ferreiros",3.6,3.8,4,4.3,4.3,4.6
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2605608,"Flores",3.8,4.4,4.8,5.4,5.1,5
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2605707,"Floresta",4,4,4.2,4.6,4.7,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2605806,"Frei Miguelinho",4.2,3.9,4.4,4.9,4.7,4.3
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2605905,"Gameleira",3.2,3.3,3.4,4,3.5,4.4
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2606002,"Garanhuns",3.7,3.9,4.1,4.5,4.7,5.4
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2606101,"Glória do Goitá",3.2,4,4.3,4.1,4.2,4.7
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2606200,"Goiana",3.2,3.5,3.7,4.3,4,4.3
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2606309,"Granito",3.4,3.2,4,4.4,5.5,5.1
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2606408,"Gravatá",3.5,4.1,4,4.2,4.2,4.8
"Educação","TX_INEP_IDEB_AI_MUN","Pernambuco",2606507,"Iati",3.3,3.7,3.9,4.4,4.6,4.7
