AREA,INDICADOR,REGIAO,COD_IBGE,MICROREGIAO,2016,2017,2018,2019
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2410108,Poço Branco,55.6,76.2,67.2,66.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2410207,Portalegre,103.1,92.4,87.1,86.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2410256,Porto do Mangue,81.2,103.9,100.6,116.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2410306,Serra Caiada,87.8,85,95.5,84.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2410405,Pureza,80.5,106.1,79.7,105.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2410504,Rafael Fernandes,62.7,62.9,89.7,84.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2410603,Rafael Godeiro,111.8,101,87.1,65.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2410702,Riacho da Cruz,71.1,55.6,51.1,48.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2410801,Riacho de Santana,86.8,83.7,65.2,68.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2410900,Riachuelo,77.7,109.3,110.2,100.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2411007,Rodolfo Fernandes,83.6,85.7,96,104.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2411056,Tibau,137.4,138.6,142.1,142.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2411106,Ruy Barbosa,74.2,71.1,68.9,71
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2411205,Santa Cruz,102.3,107.4,118.2,131.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2411403,Santana do Matos,98.4,96.3,85.2,89.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2411429,Santana do Seridó,93.7,107.8,87.8,94.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2411502,Santo Antônio,88.3,108.1,90.1,53.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2411601,São Bento do Norte,133.6,129.5,147.9,178.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2411700,São Bento do Trairí,81.8,76.3,82.6,92.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2411809,São Fernando,83.7,97.6,106.6,94.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2411908,São Francisco do Oeste,109.6,98.2,98.1,117.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2412005,São Gonçalo do Amarante,106.2,117.9,118.2,118
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2412104,São João do Sabugi,98.1,102.5,84.3,84.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2412203,São José de Mipibu,105.5,100.1,104.7,112.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2412302,São José do Campestre,84.5,75.8,83.7,91
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2412401,São José do Seridó,105.3,111,97.1,122.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2412500,São Miguel,85.2,89.4,91.5,105
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2412559,São Miguel do Gostoso,101.6,121.7,133.3,142.6
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2412609,São Paulo do Potengi,94.3,100.8,104.5,116.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2412708,São Pedro,100,107.5,123.3,120.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2412807,São Rafael,79,79.6,82.7,79
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2412906,São Tomé,85.8,90.2,89.3,102.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2413003,São Vicente,103.4,100,111.5,130.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2413102,Senador Elói de Souza,99.5,118.9,121.9,117.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2413201,Senador Georgino Avelino,89.2,93.5,91.8,85.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2413300,Serra de São Bento,78,75.4,100.6,125.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2413359,Serra do Mel,93.3,98.3,100.8,110.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2413409,Serra Negra do Norte,74.6,72.7,66.4,66.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2413508,Serrinha,106.6,134.3,143.5,134.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2413557,Serrinha dos Pintos,93.2,90.1,110.2,143.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2413607,Severiano Melo,112.2,118.7,110.8,116.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2413706,Sítio Novo,92.7,107.3,105.3,95.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2413805,Taboleiro Grande,77.6,100,92.9,63.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2413904,Taipu,81.2,95.6,81.5,116.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414001,Tangará,87,84,88.5,98.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414100,Tenente Ananias,91.2,85.3,86.7,91.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414159,Tenente Laurentino Cruz,106.5,95.7,80.1,78
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414209,Tibau do Sul,106.6,118.2,111.8,111.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414308,Timbaúba dos Batistas,98,106.7,142.5,147.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414407,Touros,81.6,86.6,95.1,104.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414456,Triunfo Potiguar,82,95.8,102.6,126.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414506,Umarizal,84.4,80.9,93.4,100
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414605,Upanema,41.8,42.2,49.5,60.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414704,Várzea,98.2,101.9,92.6,93
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414753,Venha-Ver,107,94.2,90,90.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414803,Vera Cruz,97,91.2,105.1,117.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2414902,Viçosa,159.6,161.9,219.4,264.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Rio Grande do Norte,2415008,Vila Flor,98.9,102.5,157.1,171.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500106,Água Branca,80.4,84.4,92.3,100.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500205,Aguiar,77.1,72.8,73.2,70
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500304,Alagoa Grande,74.1,89.5,85.8,86.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500403,Alagoa Nova,69.4,72.3,83.8,86.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500502,Alagoinha,75.4,82.6,96,99.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500536,Alcantil,94,139,141.1,155.6
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500577,Algodão de Jandaíra,93.5,83.5,115.7,131.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500601,Alhandra,119.3,114.7,127.8,137.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500700,São João do Rio do Peixe,80.6,79.2,75.9,86.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500734,Amparo,133.3,133.7,104.8,83.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500775,Aparecida,86,77.1,79.1,92
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500809,Araçagi,99.4,94.9,109.4,105.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2500908,Arara,85.2,71.4,60.1,88
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501005,Araruna,67.8,76.5,71.4,67.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501104,Areia,88.4,90,88.7,94.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501153,Areia de Baraúnas,66.2,73.4,83.3,94.6
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501203,Areial,122.8,111.9,117.9,115.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501302,Aroeiras,94.7,86,100.2,111.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501351,Assunção,111.4,115.1,128.6,182.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501401,Baía da Traição,121.7,111.1,96.6,92
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501500,Bananeiras,82.1,82.4,86,86.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501534,Baraúna,78,86,97.3,99.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501575,Barra de Santana,106.4,109.1,100.5,125.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501609,Barra de Santa Rosa,80.7,77.7,66.4,65.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501708,Barra de São Miguel,94.3,98.2,106.3,106.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501807,Bayeux,76.8,74.4,73,73.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2501906,Belém,86.7,95,97.9,99.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2502003,Belém do Brejo do Cruz,105.2,92.1,72.4,77
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2502052,Bernardino Batista,88.3,84.6,87,93.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2502102,Boa Ventura,100.6,93.8,104.5,101.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2502151,Boa Vista,96.3,93.1,93.9,95.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2502201,Bom Jesus,109.1,104,122.2,80
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2502300,Bom Sucesso,76.7,62.5,64.5,71.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2502409,Bonito de Santa Fé,79.5,75.9,65.5,66
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2502508,Boqueirão,90.3,85.5,77,77.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2502607,Igaracy,62.6,60.1,75.9,96.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2502706,Borborema,76.5,66.7,42.9,96.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2502805,Brejo do Cruz,77.6,73.1,72.8,83.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2502904,Brejo dos Santos,80.7,89.8,77,67.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2503001,Caaporã,95.8,105.2,92.5,86.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2503100,Cabaceiras,100,76.6,84,86.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2503209,Cabedelo,63.9,50.1,70.2,66.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2503308,Cachoeira dos Índios,89.6,92.3,99.3,93.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2503407,Cacimba de Areia,91.5,73.5,95.7,121.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2503506,Cacimba de Dentro,81.7,86,81,83.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2503555,Cacimbas,80.2,82.6,94.3,65.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2503605,Caiçara,96.9,90.1,100,117.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2503704,Cajazeiras,91.6,98.3,101.7,105.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2503753,Cajazeirinhas,84.4,88.7,69.9,80
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2503803,Caldas Brandão,88.8,98.8,108.6,128.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2503902,Camalaú,106.1,94.2,101.8,94.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504009,Campina Grande,88.6,85.4,87.6,98.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504033,Capim,90.1,81.7,90.8,93.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504074,Caraúbas,73,69.3,69.1,60.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504108,Carrapateira,107.6,132.2,178.4,197.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504157,Casserengue,86.7,68,74,74.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504207,Catingueira,75.7,79.4,66.5,67.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504306,Catolé do Rocha,77,77.8,83.9,86.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504355,Caturité,82.4,82.5,81.9,84.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504405,Conceição,79.4,89.7,93.3,88.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504504,Condado,74.5,76.8,71.3,68.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504603,Conde,114.5,122.1,122.6,126
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504702,Congo,82.6,89.9,95.9,85.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504801,Coremas,76.5,75.6,80.9,105.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504850,Coxixola,115.9,88.6,88.4,81.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2504900,Cruz do Espírito Santo,68.5,80,82.8,88.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505006,Cubati,79.4,76,75.4,75.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505105,Cuité,78.8,90.9,107.8,111.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505204,Cuitegi,89.1,102.9,108.4,115.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505238,Cuité de Mamanguape,93,111.6,142.4,135
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505279,Curral de Cima,86.4,97.6,101.3,105
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505303,Curral Velho,64.2,88,77.1,87.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505352,Damião,87.7,84.6,101.5,115.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505402,Desterro,69.3,72,67.5,78.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505501,Vista Serrana,89.4,112.9,76.2,72.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505600,Diamante,97.1,77.7,84.7,93.6
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505709,Dona Inês,89.6,88.9,87.5,101.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505808,Duas Estradas,100.9,115.2,116.5,121.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2505907,Emas,94.2,37.2,59,64.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2506004,Esperança,78.4,83.5,88.8,93.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2506103,Fagundes,71.8,100.3,111.5,113.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2506202,Frei Martinho,85.1,84.3,95.5,114.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2506251,Gado Bravo,107.2,114.8,113.2,128.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2506301,Guarabira,114.6,117.7,107.8,109.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2506400,Gurinhém,77.6,88.2,98.6,105.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2506509,Gurjão,87.6,105.8,6.2,94.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2506608,Ibiara,95.8,108.4,109.6,88.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2506707,Imaculada,55.7,60.3,60,53.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2506806,Ingá,88.1,102.2,100.4,114
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2506905,Itabaiana,69,97.6,96.5,98.6
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2507002,Itaporanga,76.1,81.6,81.6,83.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2507101,Itapororoca,83.5,94.1,107.6,111
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2507200,Itatuba,106.4,106,81.1,87.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2507309,Jacaraú,119.1,95.1,88.6,117.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2507408,Jericó,80.3,84.4,84.4,93.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2507507,João Pessoa,64.2,63.6,69,75.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2507606,Juarez Távora,98.1,87.3,93.4,101.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2507705,Juazeirinho,82.9,85.2,90.1,85.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2507804,Junco do Seridó,74.7,83.6,76.6,87.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2507903,Juripiranga,92.2,88.3,94.4,110.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2508000,Juru,83.5,94.7,114.9,111.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2508109,Lagoa,76.7,97.9,89.1,81.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2508208,Lagoa de Dentro,98.7,95.9,123.9,135.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2508307,Lagoa Seca,91.5,100.3,89.2,91.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2508406,Lastro,78.3,109.8,76.8,92.6
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2508505,Livramento,82.9,79.3,92.8,108.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2508554,Logradouro,109.8,95.7,106.6,114.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2508604,Lucena,103.1,99.4,99.8,103
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2508703,Mãe d'Água,75.9,53.2,48.2,47.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2508802,Malta,66,72.3,74.6,68.6
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2508901,Mamanguape,83.1,83.8,89.5,88.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509008,Manaíra,71.6,66.2,72.7,79.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509057,Marcação,137.3,127.1,132.7,122.6
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509107,Mari,85.3,91.4,82.5,95.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509156,Marizópolis,91.5,87.8,81.4,81.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509206,Massaranduba,104,82.9,85.5,92.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509305,Mataraca,102.8,98.2,103.4,116.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509339,Matinhas,113.6,114.2,126.8,150.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509370,Mato Grosso,75.6,80.7,79.5,82.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509396,Maturéia,106.4,80.1,80.2,95.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509404,Mogeiro,85.7,109.3,121.8,127.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509503,Montadas,91.8,91.3,104,101.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509602,Monte Horebe,85.3,75.5,72.2,81.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509701,Monteiro,95,105.6,110.3,108.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509800,Mulungu,73.5,83.1,77.4,82.6
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2509909,Natuba,93,87.9,87.2,85.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2510006,Nazarezinho,68,80.7,83.7,79.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2510105,Nova Floresta,70.9,79.6,79.6,81.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2510204,Nova Olinda,95.5,106.5,101.2,87.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2510303,Nova Palmeira,69,68.3,75.6,73.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2510402,Olho d'Água,72.7,88.2,91.6,93.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2510501,Olivedos,88.4,102.8,114.4,108
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2510600,Ouro Velho,120.2,103.4,111.8,124.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2510659,Parari,57.4,85.5,78.1,63.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2510709,Passagem,78.8,72,81.9,82.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2510808,Patos,79.3,78.1,84.8,87.4
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2510907,Paulista,88.2,80.2,88.1,97.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2511004,Pedra Branca,85.3,84.7,88.3,100
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2511103,Pedra Lavrada,92,79.1,64.4,68.6
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2511202,Pedras de Fogo,99.1,115.2,107.4,111.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2511301,Piancó,82.4,82.8,81.2,84.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2511400,Picuí,91.4,90.1,94.5,101
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2511509,Pilar,103.2,123,118.3,127.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2511608,Pilões,108.3,111.2,109.7,123.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2511707,Pilõezinhos,94.2,93.2,114.5,121
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2511806,Pirpirituba,110.5,113.7,103.4,100.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2511905,Pitimbu,60.3,60.3,65.1,67.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512002,Pocinhos,84.3,82.1,81.6,95.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512036,Poço Dantas,102.9,91.6,91.1,94.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512077,Poço de José de Moura,71.7,75.6,78.3,82.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512101,Pombal,97.3,95.9,96.1,94.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512200,Prata,78.9,125.6,113.1,81.7
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512309,Princesa Isabel,76.5,75.9,73.8,77.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512408,Puxinanã,71.1,72.5,79,87.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512507,Queimadas,105.3,102.4,101,120.8
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512606,Quixaba,110,116.3,121.7,127.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512705,Remígio,87.1,80.8,84.4,85.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512721,Pedro Régis,79.6,70.8,87.4,89
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512747,Riachão,92.9,93.3,78.9,114.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512754,Riachão do Bacamarte,80,83,91.9,98.6
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512762,Riachão do Poço,107.8,104.7,95.2,82.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512788,Riacho de Santo Antônio,130.5,89.8,131.6,143.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512804,Riacho dos Cavalos,82.5,71.4,71,77.1
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2512903,Rio Tinto,86.3,102.1,101.6,108.2
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2513000,Salgadinho,83,91.9,77.1,57
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2513109,Salgado de São Félix,81.6,84.4,83.9,92.3
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2513158,Santa Cecília,82.9,97.5,111.8,125.5
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2513208,Santa Cruz,97.6,89.6,95,92.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2513307,Santa Helena,94.5,105.9,98.6,107.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2513356,Santa Inês,44.1,40.3,62,61.9
Educação,TX_INEP_PREESCOLA_4_5_MUN,Paraíba,2513406,Santa Luzia,86.5,77.7,78.1,89.3
