"","AREA","INDICADOR","REGIAO","COD_IBGE","MICROREGIAO","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"3247","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3304805,"São Fidélis",16291.52,16265.61,16494.06,18105.07,18554.53,18904.4,19117.99,19413.98,18876.05,18050.58,17769.27
"3248","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3304904,"São Gonçalo",16348.11,16626,16799.27,17488.2,17801.59,18020.13,18085.84,18248.62,17634.12,16763.3,16408.34
"3249","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305000,"São João da Barra",147945.83,146537.21,148146.7,145300.27,147386.65,148702.07,148674.21,149529.77,144056.62,136542.82,133281.91
"3250","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305109,"São João de Meriti",18054.68,18624.38,18920.86,20345.63,20850.84,21244.06,21483.9,21816.63,21212.16,20284.45,19968.09
"3251","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305133,"São José de Ubá",21327.35,20989.38,21166.88,23153.28,23609.65,23941.21,24080.55,24339.78,23559.19,22431.35,22976.27
"3252","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305158,"São José do Vale do Rio Preto",20528.15,20341.41,20568.96,21937.14,22354.2,22651.94,22762.63,22990.82,22238.52,21159.87,20730.56
"3253","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305208,"São Pedro da Aldeia",25940.1,24686.36,24592.88,24932.93,25059.81,25066.73,24816.44,24757.43,23669.18,22273.68,21607.38
"3254","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305307,"São Sebastião do Alto",19163.9,19093.53,19344.26,20665.52,21121.03,21462.44,21638.21,21918.06,21257.38,20276.96,19915.55
"3255","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305406,"Sapucaia",38215.37,38631.13,39364.23,40925.01,41936.39,42725.06,43205.38,43871.12,42652.46,40784.27,39777.43
"3256","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305505,"Saquarema",30686.32,29256.83,29165.14,28612.34,28721.06,28695.3,28370.78,28272.82,27002.45,25388.01,24569.66
"3257","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305554,"Seropédica",52976.13,51462.97,51652.43,54662.34,55402.26,55854.5,55794.41,56074.94,53983.69,51135.23,49882.42
"3258","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305604,"Silva Jardim",19149.37,19209.17,19514.8,21331.51,21887.67,22327.32,22611.33,22989.42,22378.69,21424.22,21112.22
"3259","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305703,"Sumidouro",22508.07,22408.66,22698.97,24489.26,25041.87,25460.14,25686.15,26028.89,25256.15,24105.74,23666.32
"3260","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305752,"Tanguá",16585.64,16216.98,16316.32,17016.41,17264.12,17421.41,17421.33,17524.87,16885.87,16007.68,15627.69
"3261","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305802,"Teresópolis",30850.9,30153.94,30333.71,31518.56,31966.34,32246.72,32234.76,32416.07,31224.71,29592.55,28882.28
"3262","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3305901,"Trajano de Moraes",16907.78,17188.8,17554.36,17756.46,18190.02,18528.27,18731.19,19015.82,18481.92,17668.69,17388.43
"3263","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3306008,"Três Rios",46484.44,46511.72,47205.27,48686.37,49703.16,50453.31,50801.5,51398.88,49797.77,47631.63,46779.06
"3264","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3306107,"Valença",28294.56,27814.09,28039.61,31064.26,31697.12,32160,32363.67,32728.43,31694.85,30191.77,29619.66
"3265","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3306156,"Varre-Sai",20083.4,19805.01,19989.39,19604.56,19860.28,20014.72,19983.23,20075.08,18697.24,17709.42,17270.64
"3266","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3306206,"Vassouras",25760.99,25599.79,25912.64,27083.02,27615.27,28000.05,28156.36,28454.87,27538.74,26189.11,25670.96
"3267","Economia","TX_IBGE_PIB_PC_MUN","Rio de Janeiro",3306305,"Volta Redonda",40313.12,41274.57,41811.33,44505.33,45467.43,46185.49,46541.68,47120.67,45682.7,43562.68,42626.52
"3268","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3500105,"Adamantina",27862.54,28662.99,28583.38,31331.49,32506.46,32964.18,32809.08,32312.79,30937.72,29961.81,30010.56
"3269","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3500204,"Adolfo",24306.29,25104.04,25083.32,28155.25,29306,29822.04,29804.41,29458.65,28305.27,27501.52,27635.08
"3270","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3500303,"Aguaí",27472.74,27723.18,27401.26,29445.53,30285.08,30456.52,29986.03,29280.1,27803.6,26712.11,26549.2
"3271","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3500402,"Águas da Prata",18358.93,18693.03,18551.85,20359.99,21041.4,21256.71,21055.49,20656.23,19702.58,19011.36,18974.95
"3272","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3500501,"Águas de Lindóia",26218.6,27046.7,27007.18,27507.46,28414.46,28694.42,28404.75,27853.53,26556.76,25614.33,25554.27
"3273","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3500550,"Águas de Santa Bárbara",24329.26,24819.24,24650.71,26580.67,27454.9,27721.73,27439.04,26900.86,25647.5,24733.75,24673.66
"3274","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3500600,"Águas de São Pedro",47039.1,45896.01,44687.8,46422.06,47083.97,46748.9,45303.54,43676.3,40993.38,38933.77,38294.37
"3275","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3500709,"Agudos",53023.59,53719.9,53192.53,60003.76,62016.16,62655.7,62059.83,60886.69,58078.26,56043.85,55938.77
"3276","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3500758,"Alambari",21732.97,21719.83,21369.95,20676.43,21057.46,20980.19,20418.79,19753.97,18598.11,17722.71,17477.75
"3277","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3500808,"Alfredo Marcondes",18956.69,19261.9,19098.47,21419.66,22153.3,22393.86,22209.53,21801.69,20810.21,20096.91,20072.55
"3278","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3500907,"Altair",56471.77,59249.32,59634.62,55295.27,57080.47,57591.66,56971.47,55838.62,53204.56,51278.14,51127.04
"3279","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3501004,"Altinópolis",30614.07,31632.8,31610.37,33902.88,35176.72,35672.4,35510.16,34973.36,33488.58,32434.68,32488.99
"3280","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3501103,"Alto Alegre",23370.88,24163.3,24153.82,27039.41,28155.71,28654.81,28647.54,28320.49,27216.79,26449.9,26590.76
"3281","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3501152,"Alumínio",103986.72,106019.27,105284.33,110532.52,113933.59,114814.26,113343.4,110909.09,105525.38,101582.75,101155.7
"3282","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3501202,"Álvares Florence",23873.26,25237.25,25495.8,27290.18,28568.28,29223.79,29418.76,29252.64,28263.77,27615.99,27908.04
"3283","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3501301,"Álvares Machado",19601.93,20083.84,19990.14,21756.34,22525.03,22796.15,22629.05,22239.23,21249.65,20538.03,20531.41
"3284","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3501400,"Álvaro de Carvalho",9440.89,9419.48,9263.8,10685.6,10994.88,11062.64,10899.53,10648.03,10115.24,9722.04,9666.54
"3285","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3501509,"Alvinlândia",20138.95,20783.74,20753.76,21359.47,22080.53,22317.12,22121.6,21706.18,20711.85,19996.47,19966.83
"3286","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3501608,"Americana",45868.79,47709.34,47205.24,49496.73,50869.43,51119.11,50282.58,49061.47,46554.31,44696.87,44396.3
"3287","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3501707,"Américo Brasiliense",26900.08,26989.14,26606.14,27617.29,28282.85,28327.77,27746.51,26982.44,25522.86,24431.08,24197.1
"3288","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3501806,"Américo de Campos",17119.48,17771.4,17800.47,18424.61,19099,19353.44,19245.14,18935.25,18117.14,17530.33,17546
"3289","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3501905,"Amparo",61154.97,62195.23,61691.8,66491.24,68599.18,69189.46,68380.13,66968.76,63773.8,61439.28,61227.8
"3290","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3502002,"Analândia",33633.19,33282.17,32611.18,37261.84,38197.28,38293.55,37562.56,36569.42,34622.99,33168.21,32880.29
"3291","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3502101,"Andradina",31677.86,32599.12,32512.81,35785.7,37144.67,37683.35,37526.89,36975.7,35417.54,34315.37,34385.27
"3292","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3502200,"Angatuba",39368.08,39334.8,38703.01,43554.82,44768.75,44995.44,44266.91,43199.01,40997.96,39367.4,39106.97
"3293","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3502309,"Anhembi",25772.28,25507.36,24993.36,27434.98,28057.2,28064.89,27444.26,26652.52,25179.85,24074.05,23820.17
"3294","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3502408,"Anhumas",19862.48,19985.37,19725.78,22415.39,23111.75,23303.84,23024.94,22541.92,21454.9,20665.87,20587.96
"3295","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3502507,"Aparecida",25690.02,26187.53,26003.15,30080.01,31223.07,31676.08,31545.1,31082.22,29772.33,28846.34,28905.59
"3296","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3502606,"Aparecida d'Oeste",24109.94,25295.53,25460.18,28310.98,29639.97,30324.26,30536.62,30360.63,29339.37,28679.46,28982.21
"3297","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3502705,"Apiaí",22512.21,23543.91,23661.81,25978.86,27134.88,27696.36,27803.4,27574.04,26580.78,25913.83,26126.8
"3298","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3502754,"Araçariguama",203532.85,203941.84,200926.91,167213.62,169102.73,167395.02,161564.58,155346.77,145396.33,137795.44,135194.6
"3299","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3502804,"Araçatuba",34281.65,35944.41,35695.99,38547.49,39813.82,40199.18,39783.59,39005.1,37182.96,35858.08,35769.44
"3300","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3502903,"Araçoiaba da Serra",24459.49,23988.98,23410.14,24572.4,24985.72,24859.05,24144.62,23327.48,21930.63,20870.9,20558.06
"3301","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503000,"Aramina",22495.07,22786.77,22564.57,25018.8,25825.09,26059.93,25774.07,25255.84,24059.07,23191.23,23120.5
"3302","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503109,"Arandu",17435.55,17946.68,17903.95,19547.91,20278.83,20564.32,20464.73,20154.21,19298.12,18687.42,18718.28
"3303","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503158,"Arapeí",10125.03,10503.5,10512.33,11717.02,12209.13,12434.15,12449.56,12321.72,11850.66,11528.44,11594.26
"3304","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503208,"Araraquara",40466.32,42259.82,41890.87,43354.5,44582.61,44826.15,44123.85,43076.09,40896.52,39284.52,39039.34
"3305","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503307,"Araras",42759.92,43431.13,43054,44646.42,45918.92,46177.4,45463.56,44391.29,42151.84,40496.55,40249.39
"3306","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503356,"Arco-Íris",20969.44,22016.96,22167.93,24910.06,26106.68,26729.79,26977.03,26856.57,25979.81,25421.99,25729.53
"3307","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503406,"Arealva",25016.74,25452.15,25253.42,27333.16,28212.81,28466.27,28150.75,27582.35,26279.39,25329.14,25252.6
"3308","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503505,"Areias",10593.95,10905.79,10876.14,11685.66,12106.29,12261.58,12183.91,11984.87,11460.48,11084.81,11088.42
"3309","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503604,"Areiópolis",11152.26,11357.68,11272.03,12793.5,13255.13,13423.93,13338.14,13117.41,12543.06,12131.5,12135.05
"3310","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503703,"Ariranha",76792.41,76914.36,75765.5,84675.83,87068.13,87550.12,86176.68,84138.58,79883.66,76737.41,76260.5
"3311","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503802,"Artur Nogueira",24098.35,23722.87,23189.19,24572.7,25031.26,24945.38,24279.72,23495.94,22122.8,21083.81,20795.39
"3312","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503901,"Arujá",64253.07,62838.79,61248.12,71208.68,72759.12,72716.7,71028.66,68927.31,65068.73,62165.73,61458.72
"3313","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3503950,"Aspásia",16304.01,16927.31,16955.09,18418.18,19154.21,19479.7,19462.33,19225.36,18461.87,17932.08,18013.57
"3314","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3504008,"Assis",31258.75,31580.17,31229.24,34869.64,35973.86,36282.08,35856.11,35114.47,33438.01,32212.98,32100.85
"3315","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3504107,"Atibaia",45486.61,45899.2,45364.64,48879.84,50282.23,50573.8,49802.88,48636.91,46190.55,44383.92,44119.89
"3316","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3504206,"Auriflama",18797.14,19211.61,19099.75,20792.1,21506.89,21744.59,21562.39,21171.17,20210.62,19516.6,19494.27
"3317","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3504305,"Avaí",47593.52,48136.54,47628.13,53437.27,55169.1,55680.87,55083.31,53982.66,51440.87,49592.15,49447.63
"3318","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3504404,"Avanhandava",34621.47,33840.23,32977.09,38005.81,38803.76,38755.71,37825.06,36681.13,34606.04,33041.45,32647.35
"3319","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3504503,"Avaré",28807.16,29235.26,28970.78,31734.87,32752.47,33045.14,32672.55,32008.97,30491.81,29384.87,29292.24
"3320","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3504602,"Bady Bassitt",21498.09,21420.07,21049.78,21914.92,22392.54,22380.24,21864.75,21218.22,20031.69,19138.63,18921.99
"3321","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3504701,"Balbinos",13219.66,11586.93,10805.42,14754.02,14592.87,14162.89,13343.46,12602.46,11605.99,10834.22,10484.58
"3322","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3504800,"Bálsamo",23022.85,23298.64,23058.14,25018.43,25776.07,25963.43,25615.83,25053.99,23828.37,22929.29,22823.08
"3323","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3504909,"Bananal",17379.8,17607.53,17433.86,19861.27,20540.36,20766.25,20588.92,20214.47,19295.7,18632.02,18607.16
"3324","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3505005,"Barão de Antonina",25466.19,26262.56,26215.31,25668.17,26437.56,26623.83,26271.98,25684.19,24425.94,23497.27,23385.79
"3325","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3505104,"Barbosa",12187.84,12202.47,12017.09,13621.05,14016.45,14104.33,13897.57,13578.09,12900.85,12402.42,12333.88
"3326","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3505203,"Bariri",32529.65,32621.84,32152.21,36434.93,37520.53,37777.1,37249.83,36415.75,34618.6,33296.77,33129.27
"3327","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3505302,"Barra Bonita",34785.63,35833.71,35756.93,39537.68,41070.49,41697.2,41563.69,40985.55,39287.61,38093.01,38198.65
"3328","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3505351,"Barra do Chapéu",14129.19,14336.13,14202.84,15617.07,16118.95,16264.05,16084.77,15760.32,15015.21,14472.55,14427.38
"3329","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3505401,"Barra do Turvo",9035.88,9442.54,9487.34,10170.44,10599.11,10794.6,10806.04,10691.12,10282.64,10002.02,10060.79
"3330","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3505500,"Barretos",36192.25,36795.57,36491.97,39803.32,41094.74,41476.79,41027.99,40209.55,38316.72,36938.36,36834.01
"3331","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3505609,"Barrinha",16086.32,16275.83,16106.02,16525.8,16961.29,17023.51,16717.85,16291.58,15440.69,14807.77,14691.77
"3332","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3505708,"Barueri",165483.04,167860.77,164230.09,198341.93,203815.55,204790.89,201408.48,196492.22,186429.44,178970.51,177747.83
"3333","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3505807,"Bastos",44722.67,45914.48,45741.95,51477.76,53472.31,54289.75,54118.66,53365.63,51155.98,49600.26,49737.58
"3334","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3505906,"Batatais",24310.75,24667.51,24442.44,26304.43,27112.46,27320.98,26969.48,26388.32,25106.8,24166.85,24063.74
"3335","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3506003,"Bauru",34847.06,36167.86,35750.94,40207.41,41486.72,41848.07,41363.89,40514.39,38585.2,37176.41,37051.72
"3336","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3506102,"Bebedouro",38305.7,39333.45,39189.18,43633.11,45291.29,45948.5,45758.37,45086.78,43187.65,41843.57,41929.77
"3337","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3506201,"Bento de Abreu",54496.78,54141.6,53121.12,63752.59,65650.22,66103.05,65213.68,63774.76,60633.12,58331.56,58041.37
"3338","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3506300,"Bernardino de Campos",19849.35,20507.26,20492.42,22055.55,22888.29,23217.06,23117.58,22772.57,21811.23,21128.21,21168.87
"3339","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3506359,"Bertioga",36147.33,34943.74,33889.1,33858.95,34183.63,33786.26,32546.6,31248.96,29208.69,27646.43,27093.33
"3340","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3506409,"Bilac",23552.56,23438.1,23021.93,26343.52,27066.65,27194.53,26742.31,26086,24749,23755.48,23593.59
"3341","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3506508,"Birigui",26767.6,26854.31,26471.8,29060.37,29867.21,30014.8,29524.73,28808.58,27337.53,26247.36,26071.64
"3342","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3506607,"Biritiba Mirim",22549.7,22533.68,22173.47,24760.33,25438.26,25555.71,25129.05,24511.22,23252.28,22318.42,22162.33
"3343","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3506706,"Boa Esperança do Sul",24333.12,24670.88,24435.47,26890.51,27749.95,27997.88,27679.51,27116.92,25829.82,24890.44,24812.05
"3344","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3506805,"Bocaina",19233.24,19319.17,19054.79,20825.5,21406.95,21516.51,21171.24,20659.96,19607.75,18829.22,18705.23
"3345","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3506904,"Bofete",16889.62,16709.82,16369.27,17171.19,17510.98,17469.39,17027.45,16494.56,15544.92,14828.97,14637.86
"3346","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507001,"Boituva",58161.84,57305.79,56035.9,56050.84,56932.06,56585.37,54888.47,52979.26,49761.95,47317.22,46569.95
"3347","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507100,"Bom Jesus dos Perdões",46873.04,45926.73,44800.5,44017.79,44590.03,44207.72,42750.52,41165.14,38580.11,36609.23,35962.33
"3348","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507159,"Bom Sucesso de Itararé",12736.57,12680.54,12455.98,14895.12,15348.63,15467.41,15271.49,14942.3,14217.2,13683.22,13624.23
"3349","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507209,"Borá",81133.62,83065.35,82677.04,92512.17,95930.47,97223.91,96704.79,95258.55,91218.06,88245.48,88396.9
"3350","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507308,"Boracéia",59490.5,59585.39,58688.86,65690.22,67553.14,67934.05,66878.82,65296.04,61993.01,59550.49,59192.07
"3351","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507407,"Borborema",26165.94,26582.34,26353.43,28275.11,29149.64,29380.54,29011.86,28391.93,27019.15,26014.06,25908.05
"3352","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507456,"Borebi",25300.68,25242.55,24817.75,27360.61,28064.13,28150.34,27641.86,26921.59,25503.16,24449.62,24244.86
"3353","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507506,"Botucatu",31240.36,31214.55,30713.69,33837.39,34732.72,34862.48,34240.73,33369.93,31629.46,30335.06,30100.24
"3354","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507605,"Bragança Paulista",36608.07,36778.63,36278.06,38815.53,39847.09,39999.99,39291.57,38296.4,36302.53,34819.94,34553.72
"3355","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507704,"Braúna",17585.5,17713.16,17490.28,18905.13,19438.33,19539.87,19232.76,18774.65,17821.62,17118.89,17011.16
"3356","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507753,"Brejo Alegre",69953.1,70853.18,70142.98,75486.37,77738.33,78280.69,77246.71,75544.62,71851.3,69126.71,68785.56
"3357","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507803,"Brodowski",29569.68,29580.41,29122.52,30417.45,31130.71,31160.29,30499.38,29641.1,28022.94,26808.92,26538.77
"3358","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3507902,"Brotas",33681.08,33678.04,33149.14,37411.83,38473.34,38685.33,38082.62,37180.73,35300.79,33910.67,33700.06
"3359","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3508009,"Buri",18479.82,19004.88,18948.51,19933.89,20616.16,20841.76,20661.88,20284.2,19361.63,18694.29,18670.82
"3360","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3508108,"Buritama",36059.3,36447.64,36049.17,39343.88,40530.23,40822.92,40273.32,39387.78,37457.13,36038.5,35870.85
"3361","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3508207,"Buritizal",40444.52,40973.68,40559.12,44111.95,45462.19,45818.12,45249.09,44274.03,42134.26,40560.01,40392.01
"3362","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3508306,"Cabrália Paulista",17119.71,17933.39,18040.87,19432.99,20278.27,20677.17,20736.69,20543.81,19785.72,19270.14,19410.62
"3363","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3508405,"Cabreúva",97101.39,95873.91,93837.91,103646.69,105947.02,105924.52,103518.45,100493.14,94900.5,90698.13,89694.93
"3364","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3508504,"Caçapava",44548.12,45097.7,44638.48,48282.14,49739.82,50097.64,49421.77,48332.46,45963.7,44222.48,44013.99
"3365","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3508603,"Cachoeira Paulista",16421.86,16247.56,15917.51,19734.52,20339.07,20494.2,20229.18,19791.79,18829.28,18123.44,18044.76
"3366","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3508702,"Caconde",16289.69,16687.28,16607.71,18611.37,19309.49,19581.46,19742.48,19443.84,18617.83,18030.45,18060.13
"3367","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3508801,"Cafelândia",25628.55,26197.48,26045.6,28318.33,29290.05,29615.21,29361.54,28827.48,27519.34,26573.86,26542.48
"3368","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3508900,"Caiabu",13287.9,13705.28,13686.97,14943.04,15514.43,15743.13,15686.05,15458.95,14813.92,14358.63,14390.17
"3369","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509007,"Caieiras",35648.69,35442.28,34795.85,38174.89,39103.62,39172.2,38377.17,37327.58,35314.82,33809.43,33491.19
"3370","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509106,"Caiuá",13787.7,13596.79,13300.14,15472.26,15856.2,15896.86,15583.98,15167.76,14358.72,13755.8,13633.54
"3371","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509205,"Cajamar",225946.91,224149.47,219849.79,234977.62,240123.76,240008.26,234471.09,227559.13,214840.94,205278.08,202962.5
"3372","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509254,"Cajati",48675.35,50441.85,50475.45,55400.42,57650.89,58633.27,58578.96,57869.67,55573.38,53976.73,54220.12
"3373","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509304,"Cajobi",14108.84,14350.57,14234.61,15696.94,16220.77,16386.4,16228.54,15919.43,15182.75,14649.45,14620.36
"3374","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509403,"Cajuru",22285.02,22377.25,22067.75,24706.07,25433.13,25599.51,25231.69,24659.28,23434.52,22533.06,22413.68
"3375","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509452,"Campina do Monte Alegre",17524.43,17897.92,17788.29,19119.31,19751.05,19945.94,19751.38,19369.79,18469.71,17816.98,17775.95
"3376","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509502,"Campinas",49976.33,52204.07,51753.87,54900.04,56462.28,56864.64,56092.92,54852.9,52160.85,50182.08,49942.59
"3377","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509601,"Campo Limpo Paulista",24217.96,24301.21,23957.49,26057.16,26766.27,26885.03,26429.27,25774.87,24446.76,23461.18,23293.67
"3378","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509700,"Campos do Jordão",23530.71,24103.16,23987.22,25120.94,25933.9,26172.96,25887.96,25369.72,24173.98,23302.39,23235.34
"3379","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509809,"Campos Novos Paulista",23890.48,23887.65,23509.34,27947.88,28838.65,29091.76,28764.98,28179.96,26843.91,25865.56,25782.04
"3380","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509908,"Cananéia",18905.35,19529.4,19512.75,21253.41,22075.12,22409.69,22337.3,22024.38,21110.42,20468.1,20522.8
"3381","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3509957,"Canas",52294.01,51438.86,50271.88,58789.9,60214,60327.98,59124.26,57506.1,54405.64,52092.95,51604.02
"3382","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3510005,"Cândido Mota",29911.03,30636.61,30489.72,33791.79,35028.82,35491.81,35286.26,34721.8,33216.14,32141.41,32167.96
"3383","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3510104,"Cândido Rodrigues",38206.03,39074.07,38848.13,43405.87,44981.32,45576.17,45325.69,44604.65,42656.17,41275.75,41306.95
"3384","Economia","TX_IBGE_PIB_PC_MUN","São Paulo",3510153,"Canitar",40101.67,39239.49,38254.44,44692.77,45680.29,45674.4,44641.14,43340.05,40938.89,39122.79,38697.91
