"","AREA","INDICADOR","REGIAO","COD_IBGE","MICROREGIAO","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"538","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105153,"Igarapé do Meio",10277.47,10452.08,10330.64,10944.98,11428.14,11690.6,12066.77,12338.34,11655.89,10849.61,11282.96
"539","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105203,"Igarapé Grande",5794.13,5901.23,5874.98,6401.56,6743.54,6954.95,7249.8,7468.51,7104.54,6654.73,7329.47
"540","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105302,"Imperatriz",21641.27,22078.12,22179.97,22945.79,24319.59,25228.57,26480.12,27429.46,26224.18,24680.84,25924.47
"541","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105351,"Itaipava do Grajaú",4495.02,4566.43,4486.94,4740.89,5853.63,5746.31,5642.8,6083.02,5075.47,4727.92,4920.04
"542","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105401,"Itapecuru Mirim",8222.84,8375.36,8343.12,8255.36,8668.05,8912.6,9256.09,9508.85,9021.12,8430.22,8797.73
"543","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105427,"Itinga do Maranhão",8528.2,8686.79,8654.23,9837.3,10424.89,10813.8,11348.98,11754.75,11237.22,10574.8,11107.19
"544","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105450,"Jatobá",5479.15,5548.37,5362.34,6061.54,6262.11,6342.88,6473.93,6563.26,6151.87,5686.52,5875.75
"545","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105476,"Jenipapo dos Vieiras",4546.98,4630.66,4608.8,4985.12,5260.59,5434.58,5676.34,5857.03,5579.52,5233.6,5480.3
"546","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105500,"João Lisboa",7216.93,7370.56,7448.11,8062.85,7405.91,7747.75,8216.5,8580.89,8267.5,7837.39,8287.48
"547","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105609,"Joselândia",4726.64,4815.9,4805.78,5453.2,5738.31,5959.21,6263.24,6494.51,6215.12,5854.1,6154.3
"548","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105658,"Junco do Maranhão",7965.34,8183.69,8549.46,9087.7,9970.12,10702.04,11725.9,12580.02,12445.31,12103.9,13114.92
"549","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105708,"Lago da Pedra",6494.79,6618.73,6611.07,6870.75,7223.52,7436.31,7733.95,7954.02,7553.82,7065.71,7379.99
"550","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105807,"Lago do Junco",5164.5,5270.88,5304.78,5288.85,5598.96,5801.57,6738.87,6545.35,6255.75,5885.05,6178.79
"551","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105906,"Lago Verde",5143.59,5243.06,5244.62,5559.85,5882.48,6092.35,6382.31,6600.81,6301.77,5922.76,6213.73
"552","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105922,"Lagoa do Mato",5572.77,5676.96,5657.01,5954.61,6351.26,6601.99,6946.88,7209.81,6905.53,6510.12,6848.21
"553","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105948,"Lago dos Rodrigues",6998.65,7150.58,7243.14,7982.36,8532.12,8924.45,8313.05,8669.9,8342.98,7899.72,8344.53
"554","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105963,"Lagoa Grande do Maranhão",6049.23,6163.79,6151.84,5924.78,5154.8,5537,5758.65,5922.3,6554.77,6137.03,6415.82
"555","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2105989,"Lajeado Novo",8034.78,8175.83,8098.68,8778.81,9229.34,9500.79,9882.12,10163.96,9652.9,9028.3,9430.5
"556","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106003,"Lima Campos",9988.25,10179.05,10166.03,11354.73,12042.99,12501.76,13133,13612.31,13021.95,12262.4,12887.99
"557","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106102,"Loreto",13998.43,14271.53,14286.61,14520.25,15329.18,15841.9,16554.21,17087.63,16283.85,15278.26,16003.66
"558","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106201,"Luís Domingues",5441.5,5535.93,5480.45,6372.23,6726.22,6951.52,7262.87,7496.13,7142.95,6702.01,7019.95
"559","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106300,"Magalhães de Almeida",6133.79,6246.94,6220.06,5665.57,5918.22,6055.99,6254.23,6396.98,6044.6,5628.31,5854.09
"560","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106326,"Maracaçumé",6897.53,7015.77,6938.32,7215.47,7526.18,7720.27,7995.61,8196.68,7760.99,7239.63,7542.9
"561","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106359,"Marajá do Sena",5613.47,5732.78,5789.22,5409.4,5970.31,6241.61,6613.65,6902.58,6647.07,6297.44,6655.58
"562","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106375,"Maranhãozinho",5972.31,6059.02,5911.7,5767.31,6121.67,6204.14,6336.06,6425.77,6025.88,5571.89,5759.68
"563","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106409,"Mata Roma",6696.76,6812.44,6741.81,6976.01,7308.08,7498.35,7768.68,7965.59,7543.71,7038.26,7334.37
"564","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106508,"Matinha",5738.69,5847.69,5837.77,6118.75,6458.97,6674.7,6973.53,7197.5,6858.07,6434.12,6738.99
"565","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106607,"Matões",4661.94,4749.77,4738.37,4856.71,5126.28,5193.94,5426.82,5601.18,5337.09,5007.52,5244.86
"566","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106631,"Matões do Norte",5658.63,5740.03,5596.29,4957.25,5100.84,5148.1,5232.77,5288.25,4943.04,4557.96,4699.67
"567","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106672,"Milagres do Maranhão",4964.25,5063.95,5085.11,5322.15,5643.33,5856.55,6150.1,6373.6,6095.96,5738.96,6030.15
"568","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106706,"Mirador",6979.32,7123.11,7170.35,7581.99,8061.23,8387.59,8836.37,9179.71,8800,8303.02,8741.91
"569","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106755,"Miranda do Norte",20718.17,21098.17,20993.11,17194.19,17853.12,18167.5,18640.23,18971.77,17846.59,16550.03,17151.67
"570","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106805,"Mirinzal",4983.83,5078.55,5070.9,5521.55,5844.26,6055.25,6346.4,6566.32,6271.08,5896.14,6187.47
"571","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2106904,"Monção",5453.67,5557.62,5550.01,5410.71,5689.69,6014.47,6256.97,6436.04,6113.22,5761.55,6018.67
"572","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107001,"Montes Altos",5289.95,5413.56,5533.44,5668.71,6085.59,6392.84,6813.08,7144.26,6909.77,6574.1,6975.7
"573","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107100,"Morros",5176.21,5265.92,5211.18,5679.58,5969.03,6142.66,6386.07,6565.55,6233.53,5829.26,6086.92
"574","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107209,"Nina Rodrigues",4892.56,4974.98,4910.39,4486.5,4660.09,4743.67,4869.38,4957.58,4664.56,4326.78,4484.92
"575","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107258,"Nova Colinas",8726.8,8870.13,8737.9,9857.03,10341.21,10625.57,11026.97,11321.69,10734.39,10027.39,10458.88
"576","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107308,"Nova Iorque",5685.62,5791.69,5775.06,6923.89,7370.58,7678.01,8102.42,8428.67,8089.23,7640.72,8052.99
"577","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107357,"Nova Olinda do Maranhão",5839.32,5947.06,5920.69,5970.13,6273.29,6454.81,6709.34,6897.07,6547.19,6121.6,6391.8
"578","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107407,"Olho d'Água das Cunhãs",5961.32,6079.93,6099.02,6357.39,6733.61,6981.41,7322.99,7581.2,7244.08,6814.74,7154.95
"579","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107456,"Olinda Nova do Maranhão",5293.42,5383.32,5319.48,5537.6,5796.65,5943.13,6152.15,6304.12,5966.38,5563.79,5794.9
"580","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107506,"Paço do Lumiar",6669.29,6774.5,6652.37,7116.87,7396.65,7533.13,7736.88,7880.49,7418.16,6883.27,7101.58
"581","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107605,"Palmeirândia",5197.49,5297.41,5294.63,5730.14,6062.48,6283.94,6589.05,6819.89,6515.53,6127.69,6432.51
"582","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107704,"Paraibano",5369.79,5469.28,5447.1,5937.19,6271.76,6485.63,6781.6,7003.72,6677.41,6268.25,6568.38
"583","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107803,"Parnarama",4318.75,4399.73,4387.13,4981.17,5275.87,5684.03,5961.63,6171.69,5897.09,5547.15,5823.94
"584","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2107902,"Passagem Franca",5659.74,5758.9,5706.38,6291.23,6623.37,6827.28,7111.68,7322.86,6962.03,6519,6815.22
"585","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108009,"Pastos Bons",8202.5,8348.68,8285.49,9081.76,9569.63,9873.16,10295.14,10608.96,10094.2,9458.1,9894.19
"586","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108058,"Paulino Neves",6252.34,6366,6328.91,6297.67,6605.17,6784.55,7037.5,7222.99,6846.81,6393.33,6667.13
"587","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108108,"Paulo Ramos",6824.5,6988.07,7160.66,6263.75,6569.94,6830.51,7188.56,7462.41,7131.86,6724.52,7075.18
"588","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108207,"Pedreiras",11186.39,11421.88,11526.97,12307.32,13122.39,13691.36,14471.15,15335.06,14736.92,13937.14,14705.56
"589","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108256,"Pedro do Rosário",4558.7,4635.12,4574.41,4975.56,5216.94,5356.95,5554.82,5699.69,5401.36,5042.3,5257.36
"590","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108306,"Penalva",4233.2,4310.61,4287.51,4724.83,4968.78,4996.46,5198.13,5347.23,5079.54,4721.51,4932.47
"591","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108405,"Peri Mirim",4757.23,4859.54,4914.86,4811.87,5111.59,5308.73,5580.11,5786.06,5537.54,5216.3,5484.01
"592","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108454,"Peritoró",7256.4,7389.96,7354.93,7437.12,7814.35,8040.05,8356.66,8590.06,8153.81,7623.83,7959.82
"593","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108504,"Pindaré-Mirim",6899.16,7025.65,6991.11,7826.11,8276.63,8567.94,8970.57,9273.89,8850.13,8315.23,8720.42
"594","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108603,"Pinheiro",8437.55,8593.78,8558.68,9142.64,9652.78,9976.88,10425.96,10762.41,10256.21,9623.78,10081.04
"595","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108702,"Pio XII",5106.11,5218.92,5296.33,5782.62,6205.02,6514.76,6939.02,7272.65,7030.92,6686.34,7091.8
"596","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108801,"Pirapemas",5542.66,5654.87,5681.65,5481.2,5782.02,5971.63,6234.49,6431.07,6124.29,5743.04,6012.49
"597","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2108900,"Poção de Pedras",6461.73,6644.03,6965.6,5939.03,6365.16,6784.29,7365.32,7841.22,7697.4,7428.45,7990.07
"598","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109007,"Porto Franco",19007.79,19352.64,19241.53,18855.64,19759.21,20278,21014.24,21551.17,20414.55,19050.38,19854.88
"599","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109056,"Porto Rico do Maranhão",4587.58,4673.27,4657.18,5998.1,6418.3,6720.94,7135.77,7459.31,7193.2,6824.76,7222.89
"600","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109106,"Presidente Dutra",10409.43,10616.34,10648.84,10637.01,11226.71,11600.1,12117.65,12504.97,11913.63,11176.28,11704.59
"601","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109205,"Presidente Juscelino",5945.69,6040.33,5936.58,6890.14,7227.7,7424.88,7703.61,7907.52,7496.64,7000.69,7301.36
"602","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109239,"Presidente Médici",5946.52,6048.26,5979.76,6457.7,6777.18,6965.89,7231.35,7425.86,7042.91,6579.68,6864.52
"603","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109270,"Presidente Sarney",6579.3,6696.34,6643.12,6834.8,7171.37,7368.77,7647.2,7851.29,7444.34,6953.38,7252.86
"604","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109304,"Presidente Vargas",4495.45,4579.5,4565.07,4696.08,4945.26,5099.11,5313.81,5473.18,5204.75,4874.57,5097.09
"605","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109403,"Primeira Cruz",4752.62,4840.68,4821.31,4669.58,4903.48,5042.3,5237.17,5380.6,5105.2,4771.01,4979.22
"606","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109452,"Raposa",6657.64,6753.7,6586.66,6992.78,7254.76,7376.77,7562.54,7692.04,7231.66,6702.56,6931.73
"607","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109502,"Riachão",11126.71,11350.05,11396.5,13221.18,14127.65,14771.52,15655.32,16340.93,15735.79,14909.94,15759.96
"608","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109551,"Ribamar Fiquene",8159.08,8308.34,8263.93,9134.11,9647.49,9974.87,10430.45,10770.76,10267.8,9637.69,10099.6
"609","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109601,"Rosário",6194.59,6305.62,6260.99,6781.83,7143.7,7367.35,7678.75,7910.35,7524.05,7047.8,7370.94
"610","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109700,"Sambaíba",28175.38,28688.54,28546.9,33982.98,36088.52,37510.69,39478.37,40973.06,39240.73,36994.15,38915.77
"611","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109759,"Santa Filomena do Maranhão",6445.41,6555.64,6481.68,5763.59,6060.1,6239.01,6425.69,6610.07,6278.64,5873.15,6135.44
"612","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109809,"Santa Helena",6193.2,6306.61,6273.97,6155.81,6454.03,6627.04,6871.44,7241.13,6861.83,6405.75,6678.52
"613","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2109908,"Santa Inês",11249.57,11451.61,11372.48,13642.91,14398.24,14875.91,15056.57,15540.56,14805.06,13888.12,13920.89
"614","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110005,"Santa Luzia",5953.58,6073.39,6099.16,6367.41,6742.4,6988.29,7327.19,7583.63,7753.99,7292.39,7654.34
"615","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110039,"Santa Luzia do Paruá",7756.77,7915.94,7966.82,7684.44,8116.01,8391.36,8772.96,8652.81,8246.44,7737.99,8105.75
"616","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110104,"Santa Quitéria do Maranhão",4343.53,4422.93,4399.87,4818.45,5086.91,5403.85,6675.28,6889.78,6565.25,6160.04,6451.8
"617","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110203,"Santa Rita",6568.37,6666.31,6517.64,7160.97,7456.59,7607.59,7829.29,7986.96,7529.16,6995.07,7261.61
"618","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110237,"Santana do Maranhão",4162.87,4228.04,4147.73,4298.06,4473.45,4562.43,4693.37,4786.36,4510.72,4189.44,4348.04
"619","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110278,"Santo Amaro do Maranhão",5484.76,5580.16,5526.56,5058.45,5266.4,5371.96,5527.88,5638.23,5314.43,4936.86,5124.39
"620","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110302,"Santo Antônio dos Lopes",85423.55,87143.49,87530.76,97175.42,103513.09,107901.93,113930.97,118572.99,113859.22,107596.69,113447.69
"621","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110401,"São Benedito do Rio Preto",4887.52,4981.68,4980.63,5393.77,5713.05,5923.44,6212.89,6432.22,6146.51,5781.97,6070.74
"622","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110500,"São Bento",5188.07,5277.28,5220.05,5449.61,5710.23,5859.93,6072.07,6226.82,5760.42,5375.88,5603.34
"623","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110609,"São Bernardo",7350.85,7483.15,7433,8083.19,8519.18,8790.62,9168.37,9449.82,8992.31,8426.68,8816.4
"624","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110658,"São Domingos do Azeitão",18799.38,19141.45,19037.57,21388.07,22612.9,23406.96,24502.23,25324.91,24164.76,22700.03,23804.28
"625","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110708,"São Domingos do Maranhão",6248.23,6375.74,6412.57,6916.23,7359.43,7663.51,8080.96,8401.27,8059.83,7609.78,8017.04
"626","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110807,"São Félix de Balsas",8221.31,8413.57,8597.48,8786.41,9427.58,9899.33,10546.63,11055.62,10687.95,10165.25,10781.27
"627","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110856,"São Francisco do Brejão",8559.99,8705.43,8600.53,8036.38,8361.84,8525.09,8768.17,8938.99,8422.08,7820.75,8115.26
"628","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2110906,"São Francisco do Maranhão",3832.86,3902.84,3882.31,5117.9,5561.81,5787.18,6096.65,6333.44,6071.88,5729.07,6031.73
"629","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111003,"São João Batista",5146.89,5254.88,5300.99,5345.94,5673.86,5893.56,6195.99,6426.16,6151.15,5795.7,6093.91
"630","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111029,"São João do Carú",5253.25,5369.09,5446.57,5988.76,5018.84,5238.76,5540.88,5774.15,5551.56,5252.84,5544.47
"631","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111052,"São João do Paraíso",7832.56,7978.1,7947.03,9324.46,9902.63,10293.35,10829.86,11239.65,10764.22,10147.76,10674.68
"632","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111078,"São João do Soter",4310.61,4388.29,4360.06,4740.76,4997.38,5157.37,5380.36,5546.35,5278.65,4947.17,5176.61
"633","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111102,"São João dos Patos",8432.21,8599.09,8620.68,9112.18,9708.89,10070.55,10569.2,10946.98,10464.51,9847.94,10343.26
"634","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111201,"São José de Ribamar",11443.33,11619,11385.24,10535.84,11064.3,11377.9,11818.55,12142.72,11521.47,10767.96,11315.19
"635","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111250,"São José dos Basílios",5417.99,5529.22,5564.4,6013.91,6403.21,6671.65,7041.03,7324.02,7030.1,6641.29,6999.73
"636","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111300,"São Luís",23382.37,23815.03,23716.46,25207.85,26528.33,27334.86,28460.3,29294.9,27843.11,26062.69,27226.41
"637","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111409,"São Luís Gonzaga do Maranhão",4878.35,4991.7,5095.06,5436.31,5850.43,6159.66,6584.2,7099.15,6882,6561.76,6977.2
"638","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111508,"São Mateus do Maranhão",7349.62,7485.53,7453.83,8172.62,8635.66,8932.31,9342.99,9651.51,9203.63,8641.43,9057.11
"639","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111532,"São Pedro da Água Branca",6469.87,6597.75,6614.56,6830.17,7226.09,7483.39,7839.61,8107.27,7739.35,7273.8,7630.65
"640","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111573,"São Pedro dos Crentes",9718.08,9914.78,9957.27,10087.68,10673.07,11053.51,11579.29,11976.76,11434.07,10745.94,11274.07
"641","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111607,"São Raimundo das Mangabeiras",18229.61,18570.99,18521.12,19027,20042.77,20670.06,21546.05,22195.38,21112.99,19776.75,20683.03
"642","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111631,"São Raimundo do Doca Bezerra",5952.65,6128.59,6474.25,5028.02,5509.97,5908.44,6464.34,6927.06,6843.2,6647.66,7194.3
"643","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111672,"São Roberto",6528.39,6644.94,6594.05,6247.26,6524.67,6675.31,6894.43,7051.04,6662.2,6202.25,6450.78
"644","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111706,"São Vicente Ferrer",5065.69,5161.15,5148.88,5463.24,5768.51,5962.52,6231.84,6433.33,6442.66,6045.79,6333.43
"645","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111722,"Satubinha",5962.32,6076.22,6069.17,4772.23,4955.99,5044.59,5177.08,5270.24,4958.75,4598.91,4766.79
"646","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111748,"Senador Alexandre Costa",6177.53,6295.65,6287.08,6242.95,6568.25,6766.73,7044.47,7249.64,6889.77,6448.3,6738.27
"647","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111763,"Senador La Rocque",5468.38,6168.43,6203.64,7218.54,9513.51,9989.67,10641.38,11153.73,10784.17,10256.79,10879.44
"648","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111789,"Serrano do Maranhão",4799.53,4883.3,4836.58,5301.53,5577.11,6109.8,6359.67,6570.05,6242.74,5842.18,6104.89
"649","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111805,"Sítio Novo",6931.77,7067.07,7077.05,7243.43,7652.2,7913.25,8275.42,8547.25,8149.42,7650.52,8016.97
"650","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111904,"Sucupira do Norte",5484.17,5595.89,5627.53,6140.87,6538.99,6815.06,7193.33,7483.62,7184.44,6787.51,7155.24
"651","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2111953,"Sucupira do Riachão",6832.19,6958.76,6928.76,7911.46,7151.72,7416.95,7783.07,8058.63,7703.92,7247.15,7612.64
"652","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112001,"Tasso Fragoso",111469.71,113625.47,113669.4,108676.41,114206.34,117527.14,122189.06,125623.24,119266.56,111519.03,116445.3
"653","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112100,"Timbiras",4346.3,4434.61,4458.08,4635.31,4917.05,5105.18,5363.86,5560.48,5320.16,5010.64,5266.49
"654","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112209,"Timon",9406.33,9576.98,9519.49,9978.5,10497.95,10805.81,11246.91,11573.59,10997.44,10291.87,10754.47
"655","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112233,"Trizidela do Vale",7944.11,8088.17,8037.58,8764.28,9242.26,9541.47,9957.8,9757.1,9293.55,8715.37,8875.3
"656","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112274,"Tufilândia",6401.45,6530.1,6559.22,7211.11,7644.77,7932.49,8328.57,8629.05,8251.52,7768.53,8160.98
"657","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112308,"Tuntum",5512.06,5615.92,5602.25,6090.95,6427.71,6640.54,6948.39,7169.72,6829.69,6406.33,6708.41
"658","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112407,"Turiaçu",6648.51,6777.52,6780.61,7273.83,7703.76,7985.99,8375.35,8669.88,8283.78,7791.85,8180.22
"659","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112456,"Turilândia",5878.46,5980.56,5919.7,5915.04,6185.45,6335.56,6550.1,6705.62,6341.52,5908.89,6150.28
"660","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112506,"Tutóia",6438,6552.13,6498.86,6449.22,6751.55,6922.68,7165.78,7342.9,6950.09,6480.98,6750.5
"661","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112605,"Urbano Santos",6315.2,6418.79,6323.89,6385.96,6658.9,6874.78,5871.79,6006.11,5675.62,5306.04,5519.49
"662","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112704,"Vargem Grande",5377.19,5464.81,5380.51,5375.09,5598.92,5714.07,5882.67,6002.97,5660.15,5259.86,5461.52
"663","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112803,"Viana",6494.08,6615.86,6597.58,7115.88,7522.74,7784.97,8147.37,8420.05,8032.67,7544.93,7910.74
"664","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112852,"Vila Nova dos Martírios",9425.54,9573.62,9398.31,8294.92,8571.29,8683.72,8864.45,8988.5,8425.9,7789.36,8050.3
"665","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2112902,"Vitória do Mearim",6242.11,6363.78,6370.02,7067.87,7485.09,7759.12,8136.99,8422.82,8047.34,7569.02,7946.01
"666","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2113009,"Vitorino Freire",5614.56,5728.28,5757.11,6126.89,6522.49,6795.1,7346.02,7640.6,7332.85,6926.23,7299.43
"667","Economia","TX_IBGE_PIB_PC_MUN","Maranhão",2114007,"Zé Doca",6483.15,6616.77,6661.57,6645.13,6882.21,7504.08,7842.27,8095.4,7715.58,7240.16,7584.33
"668","Economia","TX_IBGE_PIB_PC_MUN","Piauí",2200053,"Acauã",4982.91,4580.19,4820.27,5474.67,5719.36,6031.05,6126.25,6432.19,6341.92,5925.87,6370.51
"669","Economia","TX_IBGE_PIB_PC_MUN","Piauí",2200103,"Agricolândia",4857.77,5019.06,5362.64,5585.22,5895.44,6280.14,6381.78,6736.06,6672.55,6262.1,6755.83
"670","Economia","TX_IBGE_PIB_PC_MUN","Piauí",2200202,"Água Branca",8159.41,8426.09,8861.64,9274.31,9667.31,10173.4,10332.4,10836.42,10673.68,9965.37,10704.25
"671","Economia","TX_IBGE_PIB_PC_MUN","Piauí",2200251,"Alagoinha do Piauí",4714.33,4868.22,5124.55,5628.85,5890.83,6223.47,6321.86,6643.71,6555.42,6129.83,6594.34
"672","Economia","TX_IBGE_PIB_PC_MUN","Piauí",2200277,"Alegrete do Piauí",5327.45,5503.02,5867.82,5453.86,5725.35,6065.6,6161.12,6485.42,6921.21,6479.93,6976.85
"673","Economia","TX_IBGE_PIB_PC_MUN","Piauí",2200301,"Alto Longá",4631.89,4783.42,5032.54,5438.11,5682.83,5995.11,6088.88,6394.08,6304.98,5892.35,6334.61
"674","Economia","TX_IBGE_PIB_PC_MUN","Piauí",2200400,"Altos",6882.36,7107.84,7496.38,7997.4,8366.76,8835.64,8974.38,9429.43,9302.87,8697.63,9354.2
"675","Economia","TX_IBGE_PIB_PC_MUN","Piauí",2200459,"Alvorada do Gurguéia",10512.93,10855.38,11340.2,12192.31,12661.11,13278.56,13485.17,14116.56,13882.02,12943.69,13884.72
