"","AREA","INDICADOR","REGIAO","COD_IBGE","MICROREGIAO","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"786","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2205706,"Luís Correia",202952775.3,215628272.38,229174399.32,238873648.96,251251298.23,266698072.5,272888274.69,287472432.62,284258203.42,266299700.7,286899000
"787","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2205805,"Luzilândia",135630791.89,144101667.46,153154374.03,159636260.8,167908088.42,178230973.75,182367808.16,192114217.82,189966188.8,177964746.88,191731000
"788","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2205854,"Madeiro",34411544.67,36560731.51,38857537.51,40502088.38,42600773.8,45219843,46269419.28,48742228.05,48197241.21,45152297.29,48645000
"789","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2205904,"Manoel Emídio",30000896.48,31874614.52,33877030.85,35310793.88,37140483.44,39423857.37,40338905.78,42494765.99,42019632.02,39364969.23,42410000
"790","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2205953,"Marcolândia",43860306.15,46599619.18,49527084.82,51623198.35,54298143.22,57636359.46,58974129.6,62125925.04,61431295.08,57550266.97,62002000
"791","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206001,"Marcos Parente",28107182.74,29862628.13,31738648.12,33081909.29,34796105.36,36935348.38,37792637.19,39812415.4,39367272.79,36880177.37,39733000
"792","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206050,"Massapê do Piauí",27553287.39,29274139.01,31113189.15,32429979.28,34110394.48,36207480.42,37047875.03,39027850.4,38591480.01,36153396.64,38950000
"793","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206100,"Matias Olímpio",50997987.02,54183086.77,57586958.46,60024186.56,63134443.1,67015909.58,68571384,72236092.19,71428420.46,66915806.69,72092000
"794","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206209,"Miguel Alves",161347665.05,171424698.26,182193883.1,189904796.54,199745040.44,212025241.87,216946458.97,228540879.53,225985564.01,211708535.88,228085000
"795","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206308,"Miguel Leão",10416486.7,11067052.55,11762303.21,12260114.12,12895393.04,13688193.82,14005903.98,14754431.25,14589461.95,13667747.51,14725000
"796","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206357,"Milton Brandão",30552669.63,32460848.88,34500093.44,35960226.07,37823567.08,40148936.56,41080814.45,43276325,42792452.42,40088965.36,43190000
"797","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206407,"Monsenhor Gil",64396170.92,68418059.64,72716196.01,75793732.33,79721115.03,84622319.83,86586448.27,91213948.07,90194084.94,84495917.92,91032000
"798","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206506,"Monsenhor Hipólito",38474858.73,40877821.49,43445834.26,45284573.64,47631071.77,50559400.57,51732910.79,54497708.73,53888369.87,50483879.07,54389000
"799","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206605,"Monte Alegre do Piauí",109734946.15,116588486.28,123912769.02,129157075.91,135849572.1,144201519.69,147548512.62,155434050.44,153696142.36,143986123.24,155124000
"800","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206654,"Morro Cabeça no Tempo",21664877.52,23017966.15,24463993.09,25499372.16,26820666.02,28469583.96,29130377.94,30687213,30344099.28,28427058.42,30626000
"801","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206670,"Morro do Chapéu do Piauí",31480780.37,33446925.15,35548116.65,37052604.32,38972548.78,41368556.96,42328742.87,44590947.33,44092375.95,41306763.99,44502000
"802","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206696,"Murici dos Portelas",45795756.58,48655948.95,51712596.64,53901206.65,56694190.45,60179714.18,61576516.92,64867393.55,64142111.24,60089822.63,64738000
"803","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206704,"Nazaré do Piauí",34345048.93,36490082.76,38782450.48,40423823.47,42518453.46,45132461.66,46180009.78,48648040.17,48104106.44,45065046.48,48551000
"804","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206720,"Nazária",55792046.8,59276561.49,63000413.73,65666753.18,69069389.02,73315732.3,75017428.91,79026637.56,78143040.74,73206219.24,78869000
"805","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206753,"Nossa Senhora de Nazaré",23608109.37,25082563.32,26658291.69,27786539.12,29226346.47,31023164.16,31743228.07,33439703.5,33065814.18,30976824.29,33373000
"806","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206803,"Nossa Senhora dos Remédios",42316048.73,44958914.55,47783308.39,49805620.82,52386384.79,55607067.29,56897736.5,59938561.82,59268388.77,55524006,59819000
"807","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206902,"Novo Oriente do Piauí",29717935.9,31573981.52,33557511.58,34977751.73,36790184.14,39052021.88,39958439.8,42093966.5,41623313.87,38993689.16,42010000
"808","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2206951,"Novo Santo Antônio",15642768.78,16619744.19,17663824.18,18411402.62,19365421.13,20555995.24,21033110.67,22157197.84,21909458.21,20525290.37,22113000
"809","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207009,"Oeiras",283725997.73,301446218.85,320383572.01,333943028.28,351246861.08,372841300.65,381495142.85,401883653.21,397390192.18,372284380.76,401082000
"810","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207108,"Olho D'Água do Piauí",14186229.15,15072235.78,16019098.72,16697068.15,17562255.48,18641972.07,19074662.03,20094082.46,19869410.53,18614126.22,20054000
"811","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207207,"Padre Marcos",38311448.99,40704205.92,43261311.88,45092241.8,47428773.92,50344665.58,51513191.68,54266247.03,53659496.13,50269464.83,54158000
"812","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207306,"Paes Landim",24853843.36,26406100.13,28064975.29,29252757.18,30768539.14,32660169.88,33418229.56,35204223.26,34810604.84,32611384.79,35134000
"813","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207355,"Pajeú do Piauí",19317012.03,20523463.78,21812781.93,22735954.93,23914057.56,25384279.02,25973461.45,27361579.22,27055649.41,25346362.05,27307000
"814","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207405,"Palmeira do Piauí",50287755.94,53428497.93,56784965.09,59188250.77,62255191.86,66082602.51,67616414.39,71230085.47,70433661.9,65983893.72,71088000
"815","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207504,"Palmeirais",68865533.43,73166557.97,77763002.92,81054133.08,85254092.49,90495461.32,92595908.46,97544576.02,96453930.14,90360286.59,97350000
"816","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207553,"Paquetá",23581228.11,25054003.19,26627937.36,27754900.11,29193068.04,30987839.79,31707083.81,33401627.55,33028163.96,30941552.68,33335000
"817","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207603,"Parnaguá",57277589.9,60854884.77,64677889.91,67415224.46,70908460.35,75267868.6,77014875.32,81130834.88,80223711.04,75155439.6,80969000
"818","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207702,"Parnaíba",1441358798,1531379440.52,1627583245.6,1696466752.05,1784372096.78,1894074188.64,1938036644.29,2041612485.13,2018785216.4,1891244975.29,2037540000
"819","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207751,"Passagem Franca do Piauí",25000275.47,26561677.71,28230326.51,29425106.49,30949819.03,32852594.75,33615120.71,35411636.99,35015699.49,32803522.22,35341000
"820","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207777,"Patos do Piauí",32162715.39,34171450.69,36318158.09,37855235.9,39816770.1,42264680.48,43245665.89,45556874.1,45047502.7,42201548.95,45466000
"821","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207793,"Pau D'Arco do Piauí",17216029.66,18291263.7,19440351.33,20263116.97,21313085.25,22623400.54,23148501.53,24385643.01,24112987.14,22589607.55,24337000
"822","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207801,"Paulistana",135985907.43,144478961.88,153555370.72,160054228.7,168347714.05,178697627.29,182845292.97,192617221.19,190463568.08,178430703.37,192233000
"823","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207850,"Pavussu",19673542.38,20902261.36,22215376.21,23155588.03,24355434.68,25852791.73,26452848.59,27866586.58,27555010.28,25814174.94,27811000
"824","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207900,"Pedro II",204879736.91,217675583.16,231350325.56,241141665.99,253636836.47,269230272.16,275479248.03,290201877.16,286957130.03,268828117.97,289623000
"825","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207934,"Pedro Laurentino",14854723.54,15782481.26,16773963,17483880.23,18389837.58,19520433.41,19973512.91,21040971.26,20805712.16,19491275.38,20999000
"826","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2207959,"Nova Santa Rita",23338589.41,24796210.38,26353949.59,27469316.47,28892686.39,30668990.86,31380834.23,33057941.98,32688321.14,30623180.02,32992000
"827","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208007,"Picos",1008461636.78,1071445513.26,1138755503.58,1186950563.52,1248454449.95,1325208656.66,1355967444.86,1428435356.47,1412464021.08,1323229168.19,1425586000
"828","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208106,"Pimenteiras",56583629.05,60117582.32,63894268.9,66598438.59,70049351.31,74355942.07,76081782.49,80147874.13,79251740.77,74244875.23,79988000
"829","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208205,"Pio IX",94991992.05,100924755.05,107265016.13,111804747.33,117598102.75,124827961.3,127725283.78,134551394.99,133046975.87,124641503.49,134283000
"830","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208304,"Piracuruca",184168436.58,195670750.24,207963112.42,216764645.88,227996679.1,242013773.79,247631040.45,260865358.44,257948622.93,241652273.38,260345000
"831","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208403,"Piripiri",464875952.22,493909966.5,524938212.59,547154947.03,575506722.38,610888519.39,625067562.43,658473483.09,651111091.22,609976024.01,657160000
"832","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208502,"Porto",57211094.16,60784236.02,64602802.88,67336959.56,70826140.02,75180487.26,76925465.81,81036647,80130576.27,75068188.78,80875000
"833","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208551,"Porto Alegre do Piauí",16056598.64,17059419.96,18131121.11,18898476.76,19877733.86,21099804.63,21589542.17,22743367.09,22489073.51,21068287.47,22698000
"834","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208601,"Prata do Piauí",15593958.08,16567884.99,17608707.1,18353952.85,19304994.5,20491853.61,20967480.29,22088059.93,21841093.33,20461244.56,22044000
"835","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208650,"Queimada Nova",48315520.63,51333085.87,54557915.76,56866946.99,59813605.73,63490909.18,64964566.49,68436513.02,67671324.38,63396071.64,68300000
"836","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208700,"Redenção do Gurguéia",47686640.72,50664929.01,53847784.18,56126760.81,59035065.53,62664504.81,64118980.84,67545736.15,66790507.29,62570901.69,67411000
"837","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208809,"Regeneração",111544479.12,118511034.36,125956094.77,131286880.45,138089736.13,146579407.63,149981592.58,157997163.19,156230596.94,146360459.28,157682000
"838","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208858,"Riacho Frio",24863039.58,26415870.7,28075359.67,29263581.05,30779923.87,32672254.54,33430594.71,35217249.24,34823485.18,32623451.39,35147000
"839","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208874,"Ribeira do Piauí",78702658.32,83618064.45,88871090.42,92632343.4,97432247.71,103422321.98,105822808.34,111478370.31,110231930.68,103267838.16,111256000
"840","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2208908,"Ribeiro Gonçalves",245345930.8,260669109.42,277044776.7,288770023.76,303733139.57,322406464.96,329889688.17,347520212.3,343634588.89,321924880.52,346827000
"841","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209005,"Rio Grande do Piauí",31612357.04,33586719.49,35696693.11,37207468.92,39135437.96,41541460.46,42505659.55,44777319.09,44276663.89,41479409.22,44688000
"842","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209104,"Santa Cruz do Piauí",34632253.93,36795225.26,39106762.54,40761861.25,42874007.25,45509874.68,46566182.75,49054851.65,48506369.37,45441895.74,48957000
"843","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209153,"Santa Cruz dos Milagres",23059165.83,24499335.29,26038424.3,27140437.35,28546765.82,30301803.32,31005124.07,32662152.49,32296956.97,30256540.96,32597000
"844","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209203,"Santa Filomena",150794649.87,160212590.28,170277411.84,177483989.58,186680627.99,198157637.43,202756980.16,213593062.52,211204878.54,197861645.73,213167000
"845","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209302,"Santa Luz",32452042.59,34478847.94,36644866.55,38195771.49,40174951.14,42644882.26,43634692.35,45966691.58,45452738.01,42581182.82,45875000
"846","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209351,"Santana do Piauí",23149713.22,24595537.85,26140670.47,27247010.84,28658861.6,30420790.67,31126873.18,32790408.32,32423778.78,30375350.58,32725000
"847","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209377,"Santa Rosa do Piauí",25340535.58,26923188.9,28614548.44,29825589.68,31371053.94,33299726.92,34072631.05,35893598.38,35492272.06,33249986.51,35822000
"848","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209401,"Santo Antônio de Lisboa",41146006.7,43715797.07,46462096.19,48428491.53,50937897.17,54069527.56,55324509.66,58281255.92,57629613.22,53988762.91,58165000
"849","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209450,"Santo Antônio dos Milagres",9191267.34,9765311.64,10378784.77,10818041.61,11378597.06,12078146.16,12358486.27,13018969.45,12873404.36,12060104.81,12993000
"850","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209500,"Santo Inácio do Piauí",19372896.75,20582838.79,21875886.98,22801730.75,23983241.67,25457716.53,26048603.48,27440737.12,27133922.25,25419689.87,27386000
"851","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209559,"São Braz do Piauí",19739330.71,20972158.54,22289664.44,23233020.33,24436879.27,25939243.48,26541306.93,27959772.46,27647154.25,25900497.56,27904000
"852","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209609,"São Félix do Piauí",17131141.48,18201073.8,19344495.55,20163204.32,21207995.46,22511849.89,23034361.74,24265403.16,23994091.69,22478223.53,24217000
"853","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209658,"São Francisco de Assis do Piauí",27629686.75,29355309.93,31199459.35,32519900.67,34204975.29,36307876,37150600.85,39136066.26,38698485.91,36253642.26,39058000
"854","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209708,"São Francisco do Piauí",34001959.22,36125565.23,38395033.37,40020009.87,42093715.56,44681611.13,45718694.77,48162070.79,47623570.68,44614869.39,48066000
"855","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209757,"São Gonçalo do Gurguéia",20326473.94,21595972.03,22952666.93,23924082.79,25163750.32,26710802.11,27330773.84,28791431.41,28469514.42,26670903.7,28734000
"856","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209807,"São Gonçalo do Piauí",25003105.08,26564684.04,28233521.71,29428436.91,30953322.03,32856313.1,33618925.37,35415644.99,35019662.67,32807235.02,35345000
"857","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209856,"São João da Canabrava",22963666.63,24397871.65,25930586.55,27028035.62,28428539.81,30176308.84,30876716.8,32526882.66,32163199.59,30131233.93,32462000
"858","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209872,"São João da Fronteira",31477950.76,33443918.82,35544921.46,37049273.9,38969045.79,41364838.6,42324938.21,44586939.33,44088412.77,41303051.18,44498000
"859","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209906,"São João da Serra",33284654.12,35363460.56,37585052.01,39175748.02,41205706.83,43739008.18,44754213.51,47146044.08,46618904.17,43673674.42,47052000
"860","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209955,"São João da Varjota",21101078.55,22418954.88,23827350.94,24835785.68,26122694.66,27728701.75,28372299.47,29888620.01,29554435.36,27687282.88,29829000
"861","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2209971,"São João do Arraial",32810695.14,34859900.28,37049857.23,38617902.42,40618955.5,43116183.74,44116932.99,46474704.93,45955071.27,43051780.31,46382000
"862","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210003,"São João do Piauí",152653700.94,162187749.13,172376653.46,179672076.5,188982094.4,200600596.57,205256641.66,216226315.18,213808688.8,200300955.78,215795000
"863","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210052,"São José do Divino",32101171.46,34106063.01,36248662.65,37782799.23,39740580,42183806.26,43162914.53,45469700.21,44961303.5,42120795.53,45379000
"864","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210102,"São José do Peixe",22948811.2,24382088.42,25913811.79,27010550.91,28410149.1,30156787.48,30856742.34,32505840.69,32142392.89,30111741.73,32441000
"865","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210201,"São José do Piauí",36770021.18,39066507.62,41520730.65,43277994.69,45520518.48,48319091.77,49440603.24,52082891.8,51500553,48246916.66,51979000
"866","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210300,"São Julião",31117176.01,33060611.73,35137534.38,36624645.16,38522414.18,40890748.36,41839844.08,44075919.98,43583107.13,40829669.1,43988000
"867","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210359,"São Lourenço do Piauí",21154133.66,22475323.57,23887260.8,24898231.08,26188375.78,27798420.91,28443636.84,29963769.92,29628745.01,27756897.9,29904000
"868","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210375,"São Luis do Piauí",12193479.2,12955027.84,13768884.24,14351618.82,15095272.65,16023320.67,16395230.35,17271452.05,17078339.95,15999386.34,17237000
"869","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210383,"São Miguel da Baixa Grande",14353883.3,15250360.84,16208413.89,16894395.63,17769807.82,18862284.6,19300088.12,20331556.16,20104229.03,18834109.66,20291000
"870","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210391,"São Miguel do Fidalgo",16635253.05,17674214.46,18784538.02,19579547.96,20594095.93,21860208.2,22367595.1,23563002.05,23299544.13,21827555.21,23516000
"871","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210409,"São Miguel do Tapuio",85782332.26,91139902.27,96865462.61,100965057.97,106196736.23,112725645.83,115342067.22,121506373.57,120147810.83,112557265.47,121264000
"872","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210508,"São Pedro do Piauí",72609809.43,77144684.23,81991041.69,85461113.32,89889428,95415774.39,97630424.57,102848155.28,101698210.08,95273250.1,102643000
"873","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210607,"São Raimundo Nonato",288459928.39,306475809.05,325729129.44,339514823.44,357107368.39,379062108.33,387860338.74,408589028.69,404020594.85,378495896.3,407774000
"874","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210623,"Sebastião Barros",24815643.68,26365514.68,28021840.19,29207796.49,30721248.74,32609972.09,33366866.65,35150115.32,34757101.89,32561261.98,35080000
"875","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210631,"Sebastião Leal",87228260.88,92676136.94,98498206.1,102666903.35,107986765.66,114625725.17,117286248.39,123554458.96,122172996.59,114454506.62,123308000
"876","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210656,"Sigefredo Pacheco",43702555.62,46432016.28,49348952.82,51437527.35,54102851.36,57429061.17,58762019.81,61902479.32,61210347.72,57343278.33,61779000
"877","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210706,"Simões",328168495.29,348664390.45,370568067.73,386251460.85,406265745.11,431242711.62,441252081.21,464834223.2,459636911.86,430598556.47,463907000
"878","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210805,"Simplício Mendes",93691080.74,99542594.81,105796026.28,110273586.04,115987601.71,123118447.66,125976091.42,132708719.33,131224903.17,122934543.37,132444000
"879","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210904,"Socorro do Piauí",23677434.71,25156218.41,26736573.91,27868134.45,29312169.8,31114263.85,31836442.24,33537899.37,33162912.13,31067787.91,33471000
"880","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210938,"Sussuapara",34125754.48,36257092.17,38534823.05,40165715.81,42246971.51,44844289.16,45885148.64,48337420.56,47796959.88,44777304.42,48241000
"881","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210953,"Tamboril do Piauí",15503410.69,16471682.43,17506460.93,18247379.36,19192898.73,20372866.26,20845731.17,21959804.09,21714271.52,20342434.94,21916000
"882","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2210979,"Tanque do Piauí",19168457.72,20365631.45,21645034.31,22561107.8,23730150.43,25189065.39,25773716.81,27151159.49,26847582.38,25151440.02,27097000
"883","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2211001,"Teresina",13521179799.32,14365650513.26,15268124586.84,15914310864.08,16738938273.34,17768037835.85,18180443316.08,19152073397.87,18937934069.64,17741497391.91,19113870000
"884","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2211100,"União",239669741.37,254638411.31,270635220.1,282089198.25,296706135.59,314947445.12,322257540.56,339480174.52,335684446.77,314477002.35,338803000
"885","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2211209,"Uruçuí",892239819.12,947965015.31,1007517755.24,1050158496.34,1104574266.37,1172482808.46,1199696749.59,1263812977.7,1249682285.09,1170731449.38,1261292000
"886","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2211308,"Valença do Piauí",158201850.7,168082410.81,178641627.59,186202200.45,195850587.95,207891360.86,212716628.41,224084991.19,221579496.96,207580829.72,223638000
"887","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2211357,"Várzea Branca",24570882.78,26105467.13,27745456.02,28919715.03,30418239.84,32288334.4,33037763.58,34803423.77,34414286.69,32240104.72,34734000
"888","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2211407,"Várzea Grande",21871438.75,23237428.24,24697242.16,25742492.93,27076384.51,28741023.86,29408118.11,30979796.62,30633411.53,28698092.87,30918000
"889","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2211506,"Vera Mendes",17035642.28,18099610.16,19236657.79,20050802.6,21089769.44,22386355.41,22905954.47,24130133.33,23860334.32,22352916.5,24082000
"890","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2211605,"Vila Nova do Piauí",20380236.45,21653092.3,23013375.59,23987360.8,25230307.19,26781450.85,27403062.38,28867583.31,28544814.87,26741446.91,28810000
"891","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Piauí",2211704,"Wall Ferraz",22211698.86,23598939.43,25081464.08,26142976.11,27497619.42,29188156.04,29865628.45,31461758.01,31109984.1,29144557.15,31399000
"892","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2300101,"Abaiara",74002371.48,79827998.48,80124284.88,85533502.83,88859605.63,90309359.62,94882032.93,98850866.36,95474006.72,91579607.51,92945000
"893","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2300150,"Acarape",119457160.74,128861087.22,129339362.86,138071107.61,143440216.59,145780459.09,153161824.85,159568451.6,154117409.21,147830936.71,150035000
"894","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2300200,"Acaraú",504765522.09,544501757.52,546522708.38,583418643.88,606105781.92,615994462.7,647184379.8,674255543.03,651222195.82,624658743.66,633972000
"895","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2300309,"Acopiara",315865004.12,340730581.54,341995223.49,365083438.32,379280273.56,385468271.87,404985855.51,421926063.8,407512582.7,390890082.64,396718000
"896","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2300408,"Aiuaba",83334576.5,89894854.9,90228505.04,96319862.36,100065409.47,101697987.35,106847306.03,111316636.49,107513931.76,103128422.18,104666000
"897","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2300507,"Alcântaras",55162002.27,59504474.59,59725329.01,63757406.46,66236712,67317371.06,70725880.96,73684283.43,71167143.3,68264224.73,69282000
"898","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2300606,"Altaneira",42266027.11,45593300.33,45762522.6,48851966.19,50751650.6,51579669.22,54191325.17,56458101.46,54529427.59,52305163.96,53085000
"899","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2300705,"Alto Santo",115694341.78,124802051.01,125265261.29,133721962.05,138921947.76,141188474.22,148337332,154542154.39,149262816.11,143174363.19,145309000
"900","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2300754,"Amontada",343401418.32,370434721.91,371809612.56,396910607.03,412345091.04,419072545.39,440291628.91,458708647.19,443038630.61,424967017.66,431303000
"901","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2300804,"Antonina do Norte",46075025.39,49702151.21,49886623.72,53254486.8,55325370.04,56228009.38,59075026.78,61546084.09,59443598.85,57018885.44,57869000
"902","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2300903,"Apuiarés",91281401.72,98467271.42,98832738.59,105504970.67,109607694.94,111395956.23,117036316.42,121931844.37,117766511.9,112962798.02,114647000
"903","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2301000,"Aquiraz",1755900435.46,1894128721.71,1901158893.85,2029506782.85,2108427299.05,2142826516.38,2251325188.78,2345496175.55,2265371320.27,2172966480.47,2205364000
"904","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2301109,"Aracati",1015453940.97,1095392675.08,1099458290.57,1173683096.86,1219323582.84,1239216977.76,1301962793.1,1356422771.41,1310085804.68,1256647205.98,1275383000
"905","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2301208,"Aracoiaba",163249494.23,176100848.07,176754456.91,188687210.93,196024605.51,199222767.96,209310101.52,218065362.16,210615997.81,202024939.31,205037000
"906","Economia","TX_IBGE_PIB_CONSTANTE_MUN","Ceará",2301257,"Ararendá",62671716.27,67605369.54,67856290.92,72437292.39,75254128.76,76481907.93,80354449.84,83715607.02,80855785.31,77557665.56,78714000
